%     Depth,Temperature_,TC_m,RHOC_m,PHI,    RHOB,TC_m_min,TC_m_max,RHOC_m_miD,RHOC_m_max,    TC.log,      RHOC.log,       RHP,,
%         m,          °C,W/(mK),kJ/(m³K),n/n,g/cm³,    W/(mK),    W/(mK),kJ/(m³K),kJ/(m³K),    W/(mK),   kJ/(m³K),     µW/m³,,
643,30.510,4.957,3.606,0.246,2.649,4.213,5.700,3.066,4.147,2.955,3.740,1.113,,
643.5,30.530,4.407,3.893,0.188,2.683,3.746,5.069,3.309,4.477,3.035,3.941,1.195,,
644,30.550,4.817,6.704,0.228,2.668,4.094,5.539,5.698,7.710,3.000,6.121,1.140,,
644.5,30.570,5.243,2.788,0.269,2.640,4.457,6.030,2.370,3.206,2.933,3.154,0.997,,
645,30.590,4.642,3.198,0.164,2.804,3.945,5.338,2.718,3.677,3.321,3.354,0.848,,
645.5,30.610,4.352,2.325,0.221,2.588,3.699,5.005,1.976,2.673,2.811,2.729,0.672,,
646,30.630,4.477,3.600,0.182,2.714,3.806,5.149,3.060,4.140,3.108,3.700,0.993,,
646.5,30.640,4.741,3.003,0.218,2.679,4.030,5.452,2.553,3.454,3.025,3.253,0.874,,
647,30.660,4.520,3.945,0.180,2.730,3.842,5.198,3.353,4.537,3.146,3.982,0.856,,
647.5,30.675,4.722,4.058,0.259,2.571,4.013,5.430,3.450,4.667,2.771,4.082,0.862,,
648,30.690,5.191,3.070,0.240,2.709,4.413,5.970,2.609,3.530,3.096,3.329,0.945,,
648.5,30.710,4.389,2.511,0.185,2.685,3.731,5.048,2.134,2.887,3.040,2.814,0.878,,
649,30.720,4.942,4.214,0.227,2.696,4.200,5.683,3.582,4.846,3.066,4.199,0.913,,
649.5,30.740,4.926,4.639,0.231,2.682,4.187,5.665,3.943,5.335,3.033,4.526,0.804,,
650,30.750,5.505,3.595,0.259,2.712,4.679,6.331,3.056,4.134,3.103,3.739,0.665,,
650.5,30.760,5.622,2.810,0.290,2.644,4.778,6.465,2.388,3.231,2.943,3.199,0.426,,
651,30.780,4.920,2.179,0.250,2.631,4.182,5.658,1.852,2.506,2.912,2.672,0.757,,
651.5,30.800,5.469,3.647,0.274,2.664,4.649,6.290,3.100,4.194,2.990,3.785,1.060,,
652,30.810,4.720,2.792,0.229,2.646,4.012,5.428,2.373,3.210,2.948,3.103,0.950,,
652.5,30.820,4.409,3.109,0.182,2.697,3.748,5.070,2.643,3.575,3.068,3.299,0.898,,
653,30.840,4.426,3.595,0.167,2.741,3.762,5.090,3.056,4.135,3.172,3.688,0.826,,
653.5,30.860,5.468,3.099,0.245,2.748,4.648,6.288,2.634,3.564,3.188,3.356,0.690,,
654,30.870,4.894,3.835,0.215,2.720,4.160,5.628,3.260,4.410,3.122,3.903,0.801,,
654.5,30.890,4.970,2.641,0.224,2.710,4.225,5.716,2.245,3.037,3.099,2.979,0.890,,
655,30.900,5.269,5.327,0.209,2.818,4.479,6.059,4.528,6.126,3.354,5.081,0.909,,
655.5,30.920,5.075,5.436,0.176,2.876,4.314,5.836,4.621,6.251,3.491,5.210,0.821,,
656,30.940,4.590,3.614,0.249,2.572,3.902,5.279,3.072,4.156,2.773,3.747,0.863,,
656.5,30.950,4.836,2.272,0.246,2.625,4.110,5.561,1.931,2.612,2.898,2.734,1.000,,
657,30.970,4.839,4.622,0.218,2.699,4.113,5.565,3.928,5.315,3.073,4.519,0.996,,
657.5,30.980,4.780,2.475,0.222,2.676,4.063,5.497,2.104,2.847,3.018,2.848,1.011,,
658,31.000,4.402,3.130,0.161,2.751,3.742,5.062,2.660,3.599,3.195,3.294,0.880,,
658.5,31.010,4.798,4.702,0.231,2.657,4.079,5.518,3.997,5.407,2.974,4.575,1.003,,
659,31.030,4.931,3.213,0.253,2.625,4.191,5.671,2.731,3.695,2.898,3.450,1.088,,
659.5,31.050,4.957,2.815,0.246,2.649,4.213,5.700,2.393,3.237,2.955,3.143,0.960,,
660,31.060,4.415,2.674,0.188,2.685,4.194,4.636,2.540,2.808,3.040,2.951,0.711,,
660.5,31.080,5.182,3.279,0.273,2.619,4.923,5.441,3.116,3.443,2.884,3.517,0.648,,
661,31.090,4.666,2.368,0.237,2.615,4.433,4.900,2.250,2.487,2.874,2.791,0.692,,
661.5,31.110,4.870,2.442,0.204,2.745,4.626,5.113,2.320,2.564,3.181,2.791,0.621,,
662,31.120,6.106,4.454,0.306,2.672,5.801,6.411,4.231,4.676,3.009,4.361,0.640,,
662.5,31.135,4.704,3.969,0.187,2.754,4.469,4.940,3.771,4.168,3.203,4.003,0.667,,
663,31.150,5.909,3.007,0.275,2.734,5.614,6.205,2.857,3.157,3.155,3.321,0.670,,
663.5,31.163,4.505,2.833,0.165,2.767,4.280,4.730,2.691,2.974,3.233,3.050,0.728,,
664,31.173,4.577,3.539,0.186,2.728,4.348,4.806,3.362,3.716,3.141,3.653,0.846,,
664.5,31.190,4.660,2.392,0.180,2.763,4.427,4.893,2.272,2.512,3.224,2.709,0.782,,
665,31.200,4.810,3.967,0.196,2.754,4.569,5.050,3.769,4.166,3.203,4.003,0.680,,
665.5,31.210,4.821,3.403,0.184,2.792,4.580,5.062,3.233,3.573,3.292,3.540,0.718,,
666,31.230,4.608,2.667,0.180,2.752,4.378,4.839,2.534,2.800,3.198,2.934,0.771,,
666.5,31.240,4.990,2.508,0.214,2.742,4.740,5.239,2.382,2.633,3.174,2.860,0.804,,
667,31.250,4.899,3.225,0.225,2.692,4.654,5.144,3.064,3.387,3.056,3.434,0.781,,
667.5,31.260,4.725,3.118,0.238,2.623,4.488,4.961,2.962,3.274,2.893,3.364,0.686,,
668,31.270,5.112,2.030,0.210,2.781,4.857,5.368,1.928,2.131,3.266,2.474,0.660,,
668.5,31.283,4.940,4.044,0.223,2.707,4.693,5.187,3.842,4.246,3.092,4.068,0.587,,
669,31.300,5.432,3.926,0.260,2.697,5.161,5.704,3.730,4.122,3.068,3.984,0.544,,
669.5,31.310,4.818,3.884,0.241,2.635,4.577,5.059,3.690,4.078,2.922,3.948,0.539,,
670,31.320,4.462,4.373,0.256,2.531,4.239,4.685,4.155,4.592,2.676,4.316,0.651,,
670.5,31.330,5.567,2.136,0.285,2.649,5.289,5.845,2.030,2.243,2.955,2.711,0.688,,
671,31.340,4.637,2.965,0.219,2.654,4.405,4.869,2.816,3.113,2.966,3.224,0.748,,
671.5,31.350,4.550,2.761,0.196,2.695,4.322,4.777,2.623,2.899,3.063,3.033,0.802,,
672,31.360,4.518,2.763,0.185,2.715,4.292,4.743,2.624,2.901,3.110,3.020,0.748,,
672.5,31.370,4.932,2.983,0.246,2.644,4.685,5.179,2.834,3.132,2.943,3.270,0.737,,
673,31.380,4.937,3.329,0.253,2.626,4.690,5.184,3.163,3.496,2.900,3.537,0.800,,
673.5,31.390,4.711,3.192,0.235,2.628,4.476,4.947,3.033,3.352,2.905,3.418,0.812,,
674,31.400,4.585,4.135,0.206,2.677,4.356,4.814,3.928,4.342,3.021,4.138,0.734,,
674.5,31.410,5.341,2.306,0.256,2.692,5.074,5.608,2.191,2.421,3.056,2.778,0.709,,
675,31.430,4.061,8.242,0.150,2.690,3.858,4.264,7.830,8.655,3.051,7.629,0.866,,
675.5,31.460,4.875,2.766,0.225,2.688,4.631,5.119,2.628,2.904,3.047,3.078,0.871,,
676,31.480,4.956,3.504,0.223,2.711,4.708,5.204,3.329,3.680,3.101,3.648,0.695,,
676.5,31.500,4.544,3.494,0.198,2.687,4.317,4.771,3.319,3.669,3.044,3.624,0.681,,
677,31.520,5.090,2.693,0.226,2.729,4.836,5.345,2.559,2.828,3.144,3.023,0.667,,
677.5,31.530,4.398,2.499,0.217,2.608,4.178,4.618,2.374,2.624,2.858,2.858,0.613,,
678,31.540,4.403,3.028,0.181,2.698,4.183,4.623,2.877,3.180,3.070,3.232,0.676,,
678.5,31.550,6.270,8.124,0.324,2.643,5.957,6.584,7.718,8.531,2.940,6.838,0.599,,
679,31.560,6.066,2.548,0.334,2.586,5.763,6.369,2.421,2.675,2.806,3.083,0.296,,
679.5,31.570,4.910,2.881,0.250,2.630,4.664,5.155,2.737,3.025,2.910,3.198,0.332,,
680,31.580,5.573,2.333,0.305,2.596,5.295,5.852,2.216,2.450,2.830,2.887,0.487,,
680.5,31.590,4.946,3.455,0.248,2.642,4.699,5.193,3.282,3.628,2.938,3.627,0.419,,
681,31.600,4.688,2.309,0.204,2.705,4.454,4.923,2.193,2.424,3.087,2.684,0.759,,
681.5,31.610,4.323,4.704,0.147,2.768,4.106,4.539,4.469,4.939,3.236,4.622,0.850,,
682,31.620,5.200,7.463,0.209,2.803,4.940,5.460,7.090,7.836,3.318,6.772,0.672,,
682.5,31.635,4.535,5.218,0.161,2.787,4.308,4.762,4.958,5.479,3.280,5.047,0.571,,
683,31.650,4.634,3.800,0.186,2.740,4.402,4.866,3.610,3.990,3.169,3.865,0.682,,
683.5,31.660,5.024,4.954,0.228,2.711,4.773,5.275,4.706,5.202,3.101,4.771,0.792,,
684,31.670,4.328,3.254,0.185,2.672,4.112,4.544,3.091,3.417,3.009,3.419,0.666,,
684.5,31.680,5.828,3.987,0.319,2.595,5.537,6.120,3.787,4.186,2.827,4.039,0.653,,
685,31.700,5.098,3.763,0.259,2.641,4.843,5.353,3.574,3.951,2.936,3.863,0.515,,
685.5,31.710,4.834,2.541,0.205,2.735,4.592,5.076,2.414,2.668,3.158,2.871,0.733,,
686,31.720,4.579,2.713,0.203,2.683,4.350,4.808,2.577,2.849,3.035,3.005,0.973,,
686.5,31.740,4.775,3.996,0.203,2.728,4.536,5.014,3.796,4.196,3.141,4.027,1.073,,
687,31.750,4.353,3.285,0.178,2.694,4.135,4.571,3.121,3.449,3.061,3.439,1.156,,
687.5,31.760,4.524,3.670,0.185,2.719,4.298,4.750,3.487,3.854,3.120,3.759,1.207,,
688,31.773,4.628,3.106,0.200,2.703,4.397,4.860,2.950,3.261,3.082,3.314,1.074,,
688.5,31.790,4.116,4.076,0.153,2.696,3.910,4.321,3.872,4.280,3.066,4.087,0.965,,
689,31.800,5.439,4.384,0.274,2.660,5.167,5.711,4.165,4.603,2.981,4.320,0.979,,
689.5,31.820,5.339,5.341,0.279,2.628,5.072,5.606,5.074,5.609,2.905,5.009,1.048,,
690,31.830,4.772,6.573,0.237,2.637,4.534,5.011,6.245,6.902,2.926,6.000,0.814,,
690.5,31.840,6.794,6.693,0.273,2.885,6.454,7.133,6.359,7.028,3.512,6.000,0.727,,
691,31.860,5.645,6.421,0.186,2.977,5.362,5.927,6.100,6.742,3.729,6.000,0.575,,
691.5,31.870,6.013,4.241,0.246,2.845,5.712,6.313,4.029,4.454,3.417,4.219,0.519,,
692,31.880,4.371,3.271,0.162,2.742,4.153,4.590,3.107,3.435,3.174,3.413,0.528,,
692.5,31.900,4.816,3.497,0.203,2.735,4.575,5.056,3.322,3.672,3.158,3.630,0.528,,
693,31.910,4.511,3.900,0.184,2.718,4.286,4.737,3.705,4.095,3.118,3.946,0.685,,
693.5,31.920,5.441,5.933,0.281,2.640,5.169,5.713,5.637,6.230,2.933,5.432,0.637,,
694,31.930,4.970,2.627,0.248,2.645,4.721,5.218,2.496,2.759,2.945,3.005,0.423,,
694.5,31.945,4.894,2.908,0.216,2.716,4.650,5.139,2.762,3.053,3.113,3.176,0.502,,
695,31.960,4.448,4.068,0.174,2.729,4.225,4.670,3.865,4.272,3.144,4.082,0.670,,
695.5,31.980,5.016,3.287,0.218,2.737,4.765,5.267,3.123,3.451,3.162,3.475,0.764,,
696,31.990,5.460,3.438,0.250,2.730,5.187,5.733,3.266,3.609,3.146,3.616,0.983,,
696.5,32.010,4.641,3.536,0.181,2.757,4.409,4.873,3.359,3.713,3.210,3.647,1.047,,
697,32.020,4.424,3.502,0.151,2.785,4.203,4.645,3.327,3.677,3.276,3.600,1.062,,
697.5,32.030,4.605,3.880,0.148,2.842,4.375,4.836,3.686,4.074,3.410,3.920,1.097,,
698,32.040,4.560,2.808,0.157,2.804,4.332,4.788,2.668,2.949,3.321,3.019,1.089,,
698.5,32.060,4.385,4.930,0.164,2.740,4.166,4.604,4.683,5.176,3.169,4.802,1.082,,
699,32.070,4.445,2.947,0.160,2.767,4.223,4.668,2.800,3.095,3.233,3.139,0.974,,
699.5,32.090,4.890,2.562,0.209,2.734,4.646,5.135,2.434,2.690,3.155,2.895,0.979,,
700,32.100,4.958,5.311,0.253,2.630,4.710,5.206,5.045,5.576,2.910,5.017,0.953,,
700.5,32.110,5.602,2.419,0.329,2.537,5.322,5.882,2.298,2.540,2.690,2.989,0.491,,
701,32.130,4.915,1.377,0.292,2.527,4.670,5.161,1.308,1.446,2.667,2.186,0.354,,
701.5,32.140,4.640,1.248,0.276,2.517,4.408,4.872,1.185,1.310,2.643,2.049,0.432,,
702,32.150,4.990,3.512,0.262,2.613,4.740,5.239,3.336,3.687,2.870,3.679,0.545,,
702.5,32.160,4.788,2.321,0.193,2.757,4.549,5.028,2.205,2.437,3.210,2.675,0.780,,
703,32.190,4.740,5.198,0.183,2.776,4.503,4.977,4.938,5.458,3.254,5.007,0.920,,
703.5,32.190,5.479,2.737,0.254,2.722,5.205,5.753,2.600,2.873,3.127,3.096,0.835,,
704,32.210,5.241,3.569,0.256,2.673,4.979,5.503,3.390,3.747,3.011,3.718,0.723,,
704.5,32.220,5.160,5.678,0.289,2.573,4.902,5.418,5.394,5.962,2.775,5.236,0.576,,
705,32.230,4.760,3.577,0.191,2.756,4.522,4.998,3.398,3.756,3.207,3.687,0.947,,
705.5,32.250,5.162,2.466,0.256,2.661,4.904,5.420,2.342,2.589,2.983,2.896,1.026,,
706,32.260,5.165,4.546,0.242,2.698,4.907,5.423,4.318,4.773,3.070,4.450,0.981,,
706.5,32.280,4.498,3.134,0.182,2.719,4.273,4.723,2.977,3.291,3.120,3.319,1.007,,
707,32.290,4.412,2.382,0.227,2.588,4.191,4.632,2.263,2.501,2.811,2.783,1.079,,
707.5,32.300,4.760,4.120,0.228,2.656,4.522,4.998,3.914,4.326,2.971,4.127,0.888,,
708,32.320,4.876,3.251,0.231,2.672,4.633,5.120,3.088,3.413,3.009,3.459,0.848,,
708.5,32.330,4.804,2.152,0.234,2.651,4.564,5.044,2.045,2.260,2.959,2.619,0.727,,
709,32.350,4.516,2.654,0.201,2.674,4.290,4.742,2.521,2.786,3.014,2.955,0.720,,
709.5,32.360,4.752,1.712,0.272,2.545,4.514,4.990,1.627,1.798,2.709,2.376,0.758,,
710,32.370,4.765,3.016,0.214,2.695,4.527,5.003,2.865,3.167,3.063,3.259,0.863,,
710.5,32.390,4.617,3.245,0.199,2.703,4.386,4.847,3.083,3.407,3.082,3.425,0.880,,
711,32.400,4.865,2.652,0.232,2.667,4.622,5.108,2.520,2.785,2.997,3.000,0.670,,
711.5,32.410,4.675,2.289,0.253,2.578,4.441,4.909,2.175,2.403,2.787,2.759,0.468,,
712,32.423,5.275,2.359,0.285,2.601,5.011,5.539,2.241,2.477,2.841,2.870,0.376,,
712.5,32.440,5.168,3.245,0.275,2.611,4.909,5.426,3.083,3.407,2.865,3.494,0.479,,
713,32.450,4.532,2.702,0.197,2.688,4.306,4.759,2.566,2.837,3.047,2.987,0.600,,
713.5,32.470,4.675,2.935,0.211,2.682,4.441,4.908,2.789,3.082,3.033,3.192,0.738,,
714,32.470,4.787,2.754,0.241,2.628,4.548,5.026,2.616,2.891,2.905,3.091,0.766,,
714.5,32.490,4.578,3.442,0.201,2.688,4.349,4.807,3.270,3.614,3.047,3.584,0.816,,
715,32.500,4.800,3.085,0.196,2.751,4.560,5.040,2.931,3.240,3.195,3.294,0.836,,
715.5,32.520,4.348,8.238,0.157,2.749,4.130,4.565,7.826,8.650,3.191,7.597,0.848,,
716,32.530,5.356,3.993,0.262,2.679,5.088,5.623,3.793,4.192,3.025,4.034,0.658,,
716.5,32.540,5.587,3.940,0.286,2.651,5.308,5.866,3.743,4.137,2.959,4.000,0.811,,
717,32.560,4.891,3.798,0.254,2.616,4.647,5.136,3.608,3.988,2.877,3.888,0.934,,
717.5,32.570,5.186,3.956,0.242,2.703,4.927,5.445,3.758,4.154,3.082,4.003,0.867,,
718,32.580,5.839,3.555,0.301,2.647,5.547,6.130,3.377,3.733,2.950,3.734,1.098,,
718.5,32.600,4.572,2.766,0.257,2.548,4.343,4.800,2.628,2.904,2.716,3.122,1.017,,
719,32.610,4.508,2.343,0.219,2.627,4.283,4.733,2.225,2.460,2.903,2.738,0.959,,
719.5,32.630,4.388,2.329,0.199,2.651,4.169,4.608,2.212,2.445,2.959,2.690,0.778,,
720,32.640,5.895,3.593,0.322,2.596,5.600,6.190,3.414,3.773,2.830,3.773,0.447,,
720.5,32.650,5.753,2.625,0.323,2.573,5.466,6.041,2.494,2.756,2.775,3.118,0.440,,
721,32.670,4.679,2.868,0.264,2.552,4.445,4.913,2.725,3.012,2.726,3.207,0.321,,
721.5,32.680,4.856,2.243,0.282,2.540,4.614,5.099,2.131,2.355,2.697,2.781,0.337,,
722,32.700,4.875,3.654,0.271,2.569,4.631,5.119,3.471,3.837,2.766,3.789,0.340,,
722.5,32.710,4.908,2.981,0.245,2.643,4.663,5.154,2.832,3.131,2.940,3.267,0.630,,
723,32.720,4.602,7.473,0.186,2.733,4.372,4.832,7.099,7.847,3.153,6.854,0.998,,
723.5,32.740,4.363,4.145,0.165,2.732,4.145,4.581,3.937,4.352,3.151,4.146,0.996,,
724,32.750,4.770,3.289,0.187,2.771,4.532,5.009,3.124,3.453,3.243,3.450,0.656,,
724.5,32.770,4.721,2.358,0.238,2.624,4.485,4.957,2.240,2.476,2.896,2.784,0.332,,
725,32.780,5.798,4.378,0.329,2.564,5.509,6.088,4.159,4.597,2.754,4.303,0.346,,
725.5,32.800,5.023,3.848,0.277,2.580,4.772,5.274,3.656,4.041,2.792,3.932,0.721,,
726,32.813,4.343,4.883,0.164,2.729,4.126,4.561,4.639,5.127,3.144,4.763,1.029,,
726.5,32.830,4.270,3.607,0.157,2.727,4.057,4.484,3.427,3.788,3.139,3.693,1.074,,
727,32.840,4.421,2.720,0.168,2.739,4.200,4.642,2.584,2.856,3.167,2.960,0.974,,
727.5,32.860,4.681,3.074,0.198,2.720,4.447,4.915,2.920,3.227,3.122,3.287,0.558,,
728,32.870,4.786,3.503,0.249,2.608,4.546,5.025,3.328,3.678,2.858,3.664,0.386,,
728.5,32.890,5.410,6.253,0.298,2.589,5.139,5.680,5.941,6.566,2.813,5.626,0.221,,
729,32.900,5.236,1.426,0.303,2.551,4.974,5.498,1.355,1.497,2.723,2.251,0.246,,
729.5,32.915,4.847,5.362,0.259,2.595,4.605,5.089,5.094,5.630,2.827,5.049,0.384,,
730,32.930,5.314,3.059,0.236,2.746,5.048,5.579,2.906,3.212,3.184,3.316,0.880,,
730.5,32.943,4.535,2.291,0.187,2.716,4.308,4.762,2.176,2.406,3.113,2.638,0.687,,
731,32.960,4.795,2.878,0.225,2.671,4.555,5.034,2.734,3.022,3.007,3.165,0.652,,
731.5,32.980,4.297,4.887,0.159,2.731,4.082,4.512,4.643,5.131,3.148,4.770,0.658,,
732,32.990,4.283,3.776,0.152,2.745,4.069,4.497,3.587,3.965,3.181,3.833,0.673,,
732.5,33.010,4.531,2.790,0.187,2.713,4.305,4.758,2.650,2.929,3.106,3.045,0.739,,
733,33.030,3.959,2.813,0.155,2.651,3.761,4.157,2.672,2.953,2.959,3.020,0.830,,
733.5,33.040,4.023,3.078,0.133,2.721,3.822,4.224,2.925,3.232,3.125,3.221,0.655,,
734,33.053,4.455,3.486,0.220,2.613,4.232,4.678,3.312,3.661,2.870,3.632,0.423,,
734.5,33.070,5.794,3.204,0.321,2.586,5.505,6.084,3.044,3.364,2.806,3.507,0.286,,
735,33.080,5.142,1.977,0.303,2.536,4.885,5.399,1.878,2.076,2.688,2.635,0.292,,
735.5,33.100,4.676,3.369,0.271,2.535,4.442,4.910,3.201,3.538,2.686,3.581,0.352,,
736,33.110,4.548,3.186,0.235,2.597,4.321,4.775,3.026,3.345,2.832,3.412,0.665,,
736.5,33.120,4.288,3.037,0.180,2.673,4.073,4.502,2.885,3.189,3.011,3.238,0.611,,
737,33.130,6.436,1.581,0.338,2.622,6.114,6.757,1.502,1.660,2.891,2.450,0.458,,
737.5,33.150,4.808,4.205,0.267,2.569,4.568,5.049,3.995,4.416,2.766,4.191,0.467,,
738,33.168,5.553,5.511,0.318,2.559,5.275,5.831,5.235,5.787,2.742,5.078,0.842,,
738.5,33.170,4.303,2.516,0.233,2.551,4.088,4.519,2.391,2.642,2.723,2.897,0.975,,
739,33.190,4.682,3.121,0.230,2.635,4.447,4.916,2.965,3.277,2.922,3.358,0.866,,
739.5,33.205,4.606,2.675,0.259,2.550,4.376,4.836,2.541,2.809,2.721,3.057,0.922,,
740,33.220,4.383,2.382,0.265,2.496,4.164,4.602,2.263,2.501,2.593,2.850,0.898,,
740.5,33.230,4.413,3.152,0.315,2.396,4.193,4.634,2.994,3.310,2.357,3.467,0.725,,
741,33.250,4.917,3.171,0.351,2.395,4.671,5.163,3.013,3.330,2.355,3.515,0.727,,
741.5,33.260,5.416,1.180,0.372,2.413,5.145,5.687,1.121,1.239,2.398,2.283,0.774,,
742,33.280,5.004,5.919,0.326,2.461,4.754,5.254,5.623,6.215,2.511,5.342,0.937,,
742.5,33.290,4.113,2.528,0.249,2.478,3.907,4.318,2.402,2.655,2.551,2.932,0.948,,
743,33.310,4.892,3.963,0.322,2.454,4.647,5.137,3.765,4.161,2.494,4.023,1.081,,
743.5,33.330,4.675,4.200,0.304,2.461,4.441,4.909,3.990,4.410,2.511,4.185,0.941,,
744,33.340,4.567,2.430,0.289,2.476,4.339,4.796,2.308,2.551,2.546,2.927,0.791,,
744.5,33.360,4.230,2.349,0.267,2.464,4.018,4.441,2.232,2.467,2.518,2.829,0.826,,
745,33.380,4.181,3.128,0.217,2.561,3.972,4.390,2.972,3.284,2.747,3.350,0.891,,
745.5,33.398,4.959,1.793,0.301,2.511,4.711,5.207,1.704,1.883,2.629,2.504,0.799,,
746,33.415,4.628,0.972,0.371,2.318,4.397,4.860,0.923,1.021,2.173,2.152,0.832,,
746.5,33.430,4.593,2.321,0.252,2.564,4.363,4.822,2.205,2.437,2.754,2.782,0.807,,
747,33.450,4.742,3.407,0.233,2.641,4.505,4.979,3.237,3.578,2.936,3.580,0.887,,
747.5,33.470,4.063,3.884,0.105,2.806,3.860,4.266,3.690,4.078,3.325,3.912,0.821,,
748,33.490,4.682,4.489,0.132,2.911,4.448,4.917,4.264,4.713,3.573,4.444,0.755,,
748.5,33.510,4.734,3.583,0.130,2.931,4.497,4.971,3.404,3.762,3.620,3.657,0.827,,
749,33.520,5.066,4.078,0.182,2.853,4.812,5.319,3.874,4.281,3.436,4.091,0.852,,
749.5,33.533,4.723,2.733,0.173,2.798,4.487,4.959,2.596,2.870,3.306,2.979,0.839,,
750,33.550,4.329,3.945,0.144,2.778,4.113,4.546,3.748,4.142,3.259,3.975,0.835,,
750.5,33.560,4.212,3.186,0.219,2.563,4.001,4.422,3.026,3.345,2.752,3.397,0.861,,
751,33.570,4.225,1.296,0.288,2.420,4.014,4.437,1.232,1.361,2.414,2.118,0.872,,
751.5,33.580,4.117,3.239,0.235,2.509,3.911,4.323,3.077,3.401,2.624,3.453,0.837,,
752,33.600,4.579,2.300,0.315,2.423,4.350,4.808,2.185,2.415,2.421,2.882,0.792,,
752.5,33.610,4.545,1.700,0.300,2.449,4.317,4.772,1.615,1.785,2.483,2.434,0.832,,
753,33.630,3.853,3.608,0.226,2.472,3.661,4.046,3.428,3.789,2.537,3.731,0.846,,
753.5,33.650,4.461,2.021,0.281,2.474,4.238,4.685,1.920,2.122,2.542,2.620,0.857,,
754,33.670,4.752,4.360,0.280,2.527,4.515,4.990,4.142,4.578,2.667,4.301,0.981,,
754.5,33.690,4.713,2.666,0.254,2.583,4.478,4.949,2.532,2.799,2.799,3.042,0.846,,
755,33.708,4.745,2.549,0.231,2.646,4.507,4.982,2.421,2.676,2.948,2.918,0.873,,
755.5,33.723,4.817,3.858,0.249,2.613,4.576,5.058,3.665,4.051,2.870,3.931,0.894,,
756,33.740,4.496,3.172,0.197,2.680,4.271,4.721,3.013,3.330,3.028,3.364,0.877,,
756.5,33.768,4.399,3.448,0.225,2.589,4.179,4.619,3.276,3.621,2.813,3.606,0.917,,
757,33.790,4.665,2.196,0.295,2.478,4.432,4.899,2.086,2.305,2.551,2.773,0.949,,
757.5,33.805,4.700,2.409,0.235,2.627,4.465,4.935,2.289,2.530,2.903,2.818,0.894,,
758,33.830,4.141,3.996,0.107,2.825,3.934,4.348,3.796,4.195,3.370,4.012,0.898,,
758.5,33.850,4.592,1.910,0.152,2.827,4.362,4.822,1.814,2.005,3.375,2.250,0.937,,
759,33.870,4.690,3.021,0.208,2.694,4.455,4.924,2.870,3.172,3.061,3.256,1.025,,
759.5,33.890,4.647,4.250,0.221,2.651,4.415,4.880,4.037,4.462,2.959,4.228,0.996,,
760,33.900,4.399,2.306,0.238,2.560,4.179,4.619,2.191,2.422,2.745,2.745,0.981,,
760.5,33.920,4.257,2.824,0.188,2.647,4.045,4.470,2.682,2.965,2.950,3.073,0.757,,
761,33.940,4.189,2.314,0.272,2.446,3.979,4.398,2.199,2.430,2.475,2.813,0.618,,
761.5,33.950,4.821,2.628,0.286,2.526,4.580,5.062,2.496,2.759,2.664,3.062,0.705,,
762,33.970,4.615,2.168,0.258,2.555,4.385,4.846,2.060,2.277,2.733,2.679,0.784,,
762.5,33.980,4.398,3.474,0.229,2.581,4.178,4.618,3.301,3.648,2.794,3.629,0.770,,
763,33.990,4.693,2.309,0.271,2.539,4.458,4.927,2.194,2.425,2.695,2.807,0.666,,
763.5,34.000,4.385,2.762,0.254,2.519,4.165,4.604,2.624,2.900,2.648,3.115,0.537,,
764,34.010,4.971,5.025,0.334,2.440,4.722,5.220,4.774,5.276,2.461,4.733,0.576,,
764.5,34.015,4.759,2.098,0.337,2.402,4.521,4.997,1.993,2.202,2.372,2.790,0.670,,
765,34.030,4.728,2.412,0.308,2.459,4.491,4.964,2.292,2.533,2.506,2.948,0.782,,
765.5,34.030,5.117,2.874,0.390,2.340,4.861,5.373,2.731,3.018,2.225,3.371,0.818,,
766,34.040,4.481,2.386,0.297,2.445,4.257,4.705,2.267,2.506,2.473,2.909,0.931,,
766.5,34.040,5.802,2.678,0.338,2.541,5.512,6.092,2.545,2.812,2.700,3.176,1.000,,
767,34.050,4.388,3.182,0.280,2.465,4.169,4.608,3.023,3.341,2.520,3.452,1.012,,
767.5,34.060,4.571,3.496,0.234,2.603,4.342,4.799,3.321,3.670,2.846,3.649,1.127,,
768,34.070,4.273,4.213,0.184,2.661,4.059,4.486,4.002,4.424,2.983,4.201,1.278,,
768.5,34.070,4.754,3.528,0.250,2.599,4.517,4.992,3.352,3.705,2.837,3.684,1.213,,
769,34.080,4.372,2.289,0.257,2.511,4.153,4.591,2.175,2.403,2.629,2.767,1.118,,
769.5,34.080,4.156,2.027,0.251,2.482,3.948,4.364,1.926,2.129,2.560,2.560,0.953,,
770,34.090,3.920,2.809,0.203,2.533,3.724,4.116,2.668,2.949,2.681,3.081,0.819,,
770.5,34.090,4.467,2.829,0.203,2.657,4.243,4.690,2.687,2.970,2.974,3.097,0.871,,
771,34.100,4.478,4.580,0.190,2.693,4.254,4.701,4.351,4.809,3.059,4.498,0.983,,
771.5,34.110,4.468,3.815,0.142,2.821,4.244,4.691,3.624,4.006,3.361,3.863,0.913,,
772,34.120,5.020,4.206,0.190,2.819,4.769,5.271,3.995,4.416,3.356,4.195,0.980,,
772.5,34.130,4.280,2.526,0.134,2.792,4.066,4.494,2.400,2.652,3.292,2.744,0.622,,
