%     Depth,Temperature_,TC_m,RHOC_m,PHI,    RHOB,TC_m_min,TC_m_max,RHOC_m_miD,RHOC_m_max,    TC.log,      RHOC.log,       RHP,,
%         m,          °C,W/(mK),kJ/(m³K),n/n,g/cm³,    W/(mK),    W/(mK),kJ/(m³K),kJ/(m³K),    W/(mK),   kJ/(m³K),     µW/m³,,
253.5,16.220,2.296,1.784,0.131,2.433,1.951,2.640,1.516,2.051,1.927,2.094,0.888,,
254,16.240,2.194,1.691,0.131,2.433,1.865,2.523,1.437,1.944,1.852,2.013,0.885,,
254.5,16.250,2.395,1.901,0.131,2.433,2.035,2.754,1.616,2.186,1.999,2.196,0.901,,
255,16.270,2.576,1.900,0.131,2.433,2.189,2.962,1.615,2.185,2.129,2.195,0.829,,
255.5,16.290,2.748,2.074,0.131,2.433,2.336,3.160,1.763,2.385,2.252,2.346,0.844,,
256,16.303,2.526,1.964,0.131,2.433,2.147,2.905,1.669,2.259,2.093,2.251,0.876,,
256.5,16.320,2.320,1.611,0.131,2.433,1.972,2.668,1.370,1.853,1.945,1.945,0.786,,
257,16.330,2.363,1.581,0.131,2.433,2.008,2.717,1.344,1.818,1.975,1.918,0.751,,
257.5,16.350,2.423,1.586,0.131,2.433,2.059,2.786,1.348,1.824,2.019,1.923,0.732,,
258,16.370,2.359,1.789,0.131,2.433,2.005,2.713,1.521,2.057,1.973,2.099,0.861,,
258.5,16.390,2.412,1.836,0.131,2.433,2.050,2.774,1.561,2.111,2.011,2.140,0.861,,
259,16.400,2.342,1.699,0.131,2.433,1.990,2.693,1.444,1.954,1.960,2.021,0.833,,
259.5,16.420,2.243,1.614,0.131,2.433,1.907,2.580,1.372,1.856,1.888,1.947,0.826,,
260,16.440,2.437,1.781,0.131,2.433,2.071,2.803,1.514,2.048,2.029,2.092,0.826,,
260.5,16.453,2.544,1.899,0.131,2.433,2.162,2.925,1.614,2.183,2.106,2.194,0.839,,
261,16.470,2.565,2.028,0.131,2.433,2.180,2.950,1.723,2.332,2.122,2.306,0.887,,
261.5,16.490,2.522,1.933,0.131,2.433,2.144,2.901,1.643,2.223,2.091,2.224,0.866,,
262,16.510,2.338,1.626,0.131,2.433,1.987,2.689,1.382,1.870,1.957,1.957,0.794,,
262.5,16.520,2.537,1.768,0.131,2.433,2.156,2.917,1.502,2.033,2.101,2.080,0.778,,
263,16.540,2.338,1.649,0.131,2.433,1.987,2.689,1.402,1.896,1.957,1.977,0.803,,
263.5,16.560,2.194,1.549,0.131,2.433,1.865,2.523,1.316,1.781,1.852,1.890,0.817,,
264,16.577,2.310,1.625,0.131,2.433,1.963,2.656,1.381,1.869,1.937,1.957,0.807,,
264.5,16.590,2.135,1.455,0.131,2.433,1.814,2.455,1.237,1.673,1.809,1.809,0.793,,
265,16.620,2.205,1.700,0.131,2.433,1.874,2.535,1.445,1.955,1.860,2.022,0.885,,
265.5,16.630,2.512,1.897,0.131,2.433,2.135,2.888,1.613,2.182,2.083,2.193,0.858,,
266,16.650,2.342,1.852,0.131,2.433,1.990,2.693,1.574,2.130,1.960,2.154,0.894,,
266.5,16.670,2.327,1.895,0.131,2.433,1.978,2.677,1.611,2.179,1.950,2.191,0.925,,
267,16.690,2.522,1.880,0.131,2.433,2.144,2.901,1.598,2.162,2.091,2.178,0.841,,
267.5,16.710,2.289,1.630,0.131,2.433,1.945,2.632,1.386,1.875,1.922,1.961,0.811,,
268,16.720,2.271,1.686,0.131,2.433,1.930,2.612,1.433,1.939,1.909,2.009,0.857,,
268.5,16.740,2.483,1.771,0.131,2.433,2.111,2.856,1.506,2.037,2.063,2.083,0.803,,
269,16.760,2.412,1.665,0.131,2.433,2.050,2.774,1.416,1.915,2.011,1.991,0.781,,
269.5,16.780,2.572,2.005,0.131,2.433,2.186,2.958,1.705,2.306,2.127,2.287,0.879,,
270,16.800,2.201,1.555,0.131,2.433,1.871,2.531,1.322,1.788,1.857,1.895,0.820,,
270.5,16.818,2.363,1.602,0.131,2.433,2.008,2.717,1.362,1.843,1.975,1.937,0.774,,
271,16.840,2.338,1.626,0.131,2.433,1.987,2.689,1.382,1.870,1.957,1.957,0.792,,
271.5,16.860,1.906,1.424,0.131,2.433,1.620,2.192,1.211,1.638,1.639,1.782,0.885,,
272,16.880,2.222,1.716,0.131,2.433,1.889,2.555,1.459,1.974,1.873,2.036,0.885,,
272.5,16.900,2.083,1.518,0.131,2.433,1.770,2.395,1.290,1.746,1.770,1.863,0.851,,
273,16.930,2.275,2.158,0.131,2.433,1.933,2.616,1.834,2.482,1.911,2.419,1.042,,
273.5,16.940,2.114,1.830,0.131,2.433,1.797,2.431,1.556,2.105,1.793,2.135,0.988,,
274,16.960,2.222,1.823,0.131,2.433,1.889,2.555,1.549,2.096,1.873,2.128,0.933,,
274.5,16.980,2.275,1.791,0.131,2.433,1.933,2.616,1.522,2.059,1.911,2.100,0.899,,
275,17.000,2.296,1.732,0.131,2.433,1.951,2.640,1.473,1.992,1.927,2.050,0.868,,
275.5,17.020,2.412,1.974,0.131,2.433,2.050,2.774,1.678,2.271,2.011,2.260,0.925,,
276,17.040,2.533,1.943,0.131,2.433,2.153,2.913,1.651,2.234,2.099,2.233,0.859,,
276.5,17.060,2.349,1.805,0.131,2.433,1.996,2.701,1.535,2.076,1.965,2.113,0.872,,
277,17.080,2.398,1.798,0.131,2.433,2.038,2.758,1.528,2.067,2.001,2.106,0.848,,
277.5,17.100,2.373,1.611,0.131,2.433,2.017,2.729,1.369,1.853,1.983,1.944,0.769,,
278,17.120,2.138,1.522,0.131,2.433,1.817,2.459,1.294,1.751,1.811,1.867,0.831,,
278.5,17.145,2.117,1.526,0.131,2.433,1.800,2.435,1.297,1.755,1.796,1.871,0.840,,
279,17.170,2.058,1.474,0.131,2.433,1.749,2.367,1.253,1.695,1.752,1.825,0.837,,
279.5,17.185,2.243,1.736,0.131,2.433,1.907,2.580,1.475,1.996,1.888,2.052,0.888,,
280,17.210,2.215,1.844,0.131,2.433,1.883,2.547,1.568,2.121,1.868,2.147,0.943,,
280.5,17.230,2.013,1.729,0.131,2.433,1.711,2.315,1.469,1.988,1.719,2.046,0.980,,
281,17.245,1.986,1.646,0.131,2.433,1.688,2.283,1.399,1.893,1.698,1.975,0.956,,
281.5,17.273,2.356,1.865,0.131,2.433,2.002,2.709,1.586,2.145,1.970,2.165,0.901,,
282,17.290,2.317,2.066,0.131,2.433,1.969,2.664,1.756,2.376,1.942,2.340,0.990,,
282.5,17.320,2.306,2.122,0.131,2.433,1.960,2.652,1.804,2.440,1.934,2.388,1.014,,
283,17.333,2.212,1.785,0.131,2.433,1.880,2.543,1.518,2.053,1.865,2.096,0.920,,
283.5,17.360,2.261,1.583,0.131,2.433,1.922,2.600,1.346,1.821,1.901,1.920,0.804,,
284,17.390,2.191,1.591,0.131,2.433,1.862,2.519,1.352,1.830,1.850,1.927,0.838,,
284.5,17.410,2.257,1.748,0.131,2.433,1.919,2.596,1.486,2.011,1.899,2.064,0.890,,
285,17.440,2.271,1.787,0.131,2.433,1.930,2.612,1.519,2.056,1.909,2.098,0.896,,
285.5,17.460,1.876,1.352,0.131,2.433,1.594,2.157,1.149,1.555,1.616,1.720,0.860,,
286,17.480,1.982,1.518,0.131,2.433,1.685,2.279,1.290,1.746,1.696,1.864,0.901,,
286.5,17.500,1.941,1.456,0.131,2.433,1.650,2.232,1.238,1.675,1.665,1.810,0.889,,
287,17.520,2.243,1.736,0.131,2.433,1.907,2.580,1.475,1.996,1.888,2.052,0.889,,
287.5,17.550,1.955,1.754,0.131,2.433,1.661,2.248,1.491,2.017,1.675,2.068,1.024,,
288,17.580,2.208,1.866,0.131,2.433,1.877,2.539,1.586,2.146,1.863,2.166,0.965,,
288.5,17.600,2.145,1.776,0.131,2.433,1.823,2.467,1.510,2.043,1.816,2.088,0.948,,
289,17.625,2.093,1.753,0.131,2.433,1.779,2.407,1.490,2.016,1.778,2.067,0.961,,
289.5,17.660,1.979,1.539,0.131,2.433,1.682,2.275,1.308,1.770,1.693,1.881,0.912,,
290,17.680,2.131,1.763,0.131,2.433,1.812,2.451,1.498,2.027,1.806,2.076,0.943,,
290.5,17.700,2.271,1.898,0.131,2.433,1.930,2.612,1.614,2.183,1.909,2.194,0.947,,
291,17.730,2.225,2.071,0.131,2.433,1.891,2.559,1.760,2.381,1.875,2.344,1.032,,
291.5,17.750,1.917,1.714,0.131,2.433,1.629,2.204,1.457,1.971,1.647,2.033,1.019,,
292,17.780,2.073,1.629,0.131,2.433,1.762,2.384,1.384,1.873,1.764,1.960,0.909,,
292.5,17.800,1.959,1.497,0.131,2.433,1.665,2.253,1.272,1.721,1.679,1.845,0.895,,
293,17.830,2.103,1.657,0.131,2.433,1.788,2.419,1.408,1.905,1.786,1.984,0.914,,
293.5,17.850,1.974,1.716,0.131,2.433,1.678,2.270,1.459,1.974,1.690,2.036,0.994,,
294,17.870,2.321,2.207,0.131,2.433,1.973,2.669,1.876,2.538,1.945,2.462,1.042,,
294.5,17.910,1.859,1.545,0.131,2.433,1.580,2.138,1.313,1.777,1.604,1.887,0.977,,
295,17.930,1.895,1.608,0.131,2.433,1.610,2.179,1.366,1.849,1.631,1.941,0.983,,
295.5,17.950,1.828,1.309,0.131,2.433,1.554,2.103,1.113,1.505,1.581,1.682,0.870,,
296,17.975,1.642,1.215,0.131,2.433,1.396,1.889,1.033,1.398,1.440,1.600,0.907,,
296.5,18.000,1.539,1.356,0.131,2.433,1.308,1.769,1.152,1.559,1.361,1.723,1.047,,
297,18.035,1.653,1.538,0.131,2.433,1.405,1.900,1.307,1.768,1.448,1.881,1.072,,
297.5,18.057,1.639,1.640,0.131,2.433,1.393,1.885,1.394,1.886,1.438,1.970,1.111,,
298,18.080,1.718,1.909,0.131,2.433,1.460,1.976,1.622,2.195,1.498,2.203,1.173,,
298.5,18.100,1.432,1.417,0.131,2.433,1.217,1.646,1.204,1.629,1.278,1.775,1.121,,
299,18.130,1.569,1.683,0.131,2.433,1.334,1.805,1.430,1.935,1.384,2.007,1.157,,
299.5,18.150,1.702,1.748,0.131,2.433,1.447,1.957,1.486,2.010,1.486,2.063,1.130,,
300,18.180,1.599,1.985,0.131,2.433,1.359,1.839,1.687,2.283,1.407,2.269,1.241,,
300.5,18.207,1.713,2.103,0.131,2.433,1.456,1.970,1.788,2.419,1.494,2.372,1.232,,
301,18.233,1.667,1.772,0.131,2.433,1.417,1.917,1.506,2.038,1.459,2.084,1.146,,
301.5,18.258,1.602,1.795,0.131,2.433,1.362,1.842,1.526,2.064,1.410,2.104,1.189,,
302,18.287,1.348,1.312,0.131,2.433,1.146,1.550,1.116,1.509,1.213,1.685,1.130,,
302.5,18.310,1.331,1.291,0.131,2.433,1.131,1.531,1.098,1.485,1.200,1.666,1.129,,
303,18.337,1.565,1.745,0.131,2.433,1.330,1.799,1.484,2.007,1.381,2.061,1.181,,
303.5,18.360,1.499,1.693,0.131,2.433,1.274,1.723,1.439,1.947,1.330,2.015,1.199,,
304,18.390,1.655,2.201,0.131,2.433,1.406,1.903,1.871,2.531,1.450,2.457,1.281,,
304.5,18.410,1.567,1.614,0.131,2.433,1.332,1.802,1.372,1.856,1.382,1.947,1.139,,
305,18.430,1.692,1.838,0.131,2.433,1.438,1.946,1.563,2.114,1.478,2.142,1.160,,
305.5,18.468,1.779,1.987,0.131,2.433,1.512,2.046,1.689,2.285,1.544,2.271,1.171,,
306,18.483,1.895,2.093,0.131,2.433,1.611,2.179,1.779,2.407,1.631,2.363,1.166,,
306.5,18.510,1.606,1.570,0.131,2.433,1.365,1.846,1.334,1.805,1.412,1.908,1.106,,
307,18.538,1.783,1.779,0.131,2.433,1.515,2.050,1.512,2.046,1.547,2.090,1.105,,
307.5,18.560,1.889,1.713,0.131,2.433,1.606,2.173,1.456,1.970,1.627,2.033,1.035,,
308,18.580,2.059,2.063,0.131,2.433,1.750,2.368,1.754,2.373,1.753,2.337,1.092,,
308.5,18.607,1.977,2.041,0.131,2.433,1.680,2.273,1.735,2.347,1.692,2.317,1.119,,
309,18.630,1.932,1.760,0.131,2.433,1.643,2.222,1.496,2.024,1.659,2.074,1.028,,
309.5,18.660,1.702,1.458,0.131,2.433,1.447,1.957,1.240,1.677,1.486,1.812,1.010,,
310,18.680,1.838,1.575,0.131,2.433,1.562,2.114,1.339,1.812,1.588,1.913,0.992,,
310.5,18.710,1.511,1.325,0.131,2.433,1.284,1.737,1.126,1.523,1.339,1.695,1.043,,
311,18.737,1.894,1.748,0.131,2.433,1.610,2.178,1.486,2.011,1.630,2.064,1.045,,
311.5,18.753,1.762,1.723,0.131,2.433,1.498,2.027,1.465,1.981,1.531,2.042,1.087,,
312,18.780,1.928,2.217,0.131,2.433,1.639,2.217,1.884,2.549,1.655,2.471,1.190,,
312.5,18.820,1.755,1.994,0.131,2.433,1.492,2.018,1.695,2.293,1.526,2.277,1.188,,
313,18.840,1.919,1.871,0.131,2.433,1.632,2.207,1.590,2.151,1.649,2.170,1.074,,
313.5,18.870,1.971,1.801,0.131,2.433,1.675,2.267,1.531,2.071,1.688,2.110,1.036,,
314,18.893,1.937,1.890,0.131,2.433,1.646,2.227,1.607,2.174,1.662,2.187,1.074,,
314.5,18.920,1.768,1.639,0.131,2.433,1.503,2.033,1.393,1.885,1.535,1.968,1.057,,
315,18.950,1.777,1.487,0.131,2.433,1.511,2.044,1.264,1.710,1.542,1.836,0.983,,
315.5,18.980,2.130,1.876,0.131,2.433,1.810,2.449,1.595,2.158,1.805,2.175,0.997,,
316,19.000,2.094,2.032,0.131,2.433,1.780,2.408,1.728,2.337,1.779,2.310,1.066,,
316.5,19.030,2.002,1.999,0.131,2.433,1.702,2.302,1.699,2.298,1.711,2.281,1.094,,
317,19.050,1.768,1.582,0.131,2.433,1.503,2.033,1.345,1.819,1.535,1.919,1.031,,
317.5,19.070,1.938,1.573,0.131,2.433,1.647,2.229,1.337,1.809,1.663,1.912,0.951,,
318,19.100,2.033,1.720,0.131,2.433,1.728,2.337,1.462,1.978,1.733,2.039,0.970,,
318.5,19.130,2.237,2.118,0.131,2.433,1.901,2.572,1.800,2.435,1.884,2.384,1.043,,
319,19.160,2.093,1.997,0.131,2.433,1.779,2.407,1.697,2.296,1.778,2.279,1.050,,
319.5,19.180,2.226,2.006,0.131,2.433,1.892,2.560,1.705,2.307,1.876,2.288,1.004,,
320,19.210,2.496,2.146,0.131,2.433,2.121,2.870,1.824,2.468,2.072,2.409,0.955,,
320.5,19.240,2.436,2.026,0.131,2.433,2.070,2.801,1.722,2.330,2.028,2.305,0.934,,
321,19.260,2.501,2.028,0.131,2.433,2.126,2.876,1.723,2.332,2.075,2.306,0.911,,
321.5,19.285,2.499,1.996,0.131,2.433,2.124,2.874,1.697,2.296,2.074,2.279,0.897,,
322,19.310,2.420,2.011,0.131,2.433,2.057,2.783,1.709,2.313,2.017,2.292,0.940,,
322.5,19.330,2.186,2.029,0.131,2.433,1.858,2.513,1.725,2.334,1.846,2.308,1.026,,
323,19.360,2.158,2.102,0.131,2.433,1.834,2.481,1.787,2.418,1.826,2.371,1.067,,
323.5,19.377,2.377,2.031,0.131,2.433,2.021,2.734,1.727,2.336,1.986,2.309,0.956,,
324,19.410,2.192,2.003,0.131,2.433,1.863,2.521,1.703,2.304,1.851,2.285,1.024,,
324.5,19.430,2.174,1.952,0.131,2.433,1.848,2.500,1.660,2.245,1.838,2.241,1.012,,
325,19.460,2.117,2.023,0.131,2.433,1.800,2.435,1.720,2.327,1.796,2.302,1.051,,
325.5,19.480,2.346,2.031,0.131,2.433,1.994,2.697,1.727,2.336,1.963,2.309,0.967,,
326,19.500,2.227,2.007,0.131,2.433,1.893,2.561,1.706,2.308,1.877,2.289,1.005,,
326.5,19.520,2.123,2.029,0.131,2.433,1.804,2.441,1.725,2.333,1.800,2.307,1.049,,
327,19.550,1.981,2.010,0.131,2.433,1.684,2.278,1.708,2.311,1.695,2.291,1.102,,
327.5,19.570,2.088,2.097,0.131,2.433,1.775,2.402,1.782,2.411,1.775,2.366,1.095,,
328,19.590,2.219,2.031,0.131,2.433,1.886,2.551,1.726,2.336,1.870,2.309,1.014,,
328.5,19.610,2.263,2.012,0.131,2.433,1.924,2.602,1.710,2.314,1.903,2.293,0.997,,
329,19.633,2.516,2.232,0.131,2.433,2.139,2.894,1.898,2.567,2.087,2.484,0.978,,
329.5,19.653,2.583,2.015,0.131,2.433,2.196,2.971,1.713,2.317,2.135,2.295,0.881,,
330,19.690,2.420,2.011,0.131,2.433,2.057,2.783,1.710,2.313,2.017,2.292,0.940,,
330.5,19.720,2.107,1.914,0.131,2.433,1.791,2.423,1.627,2.202,1.788,2.208,1.023,,
331,19.750,2.114,2.020,0.131,2.433,1.797,2.432,1.717,2.323,1.794,2.300,1.052,,
331.5,19.770,2.248,2.029,0.131,2.433,1.911,2.586,1.725,2.334,1.892,2.308,1.003,,
332,19.800,2.318,1.973,0.131,2.433,1.970,2.665,1.677,2.269,1.943,2.259,0.964,,
332.5,19.830,2.228,2.008,0.131,2.433,1.894,2.562,1.707,2.309,1.877,2.289,1.010,,
333,19.860,2.095,1.999,0.131,2.433,1.781,2.410,1.700,2.299,1.780,2.282,1.059,,
333.5,19.890,2.038,2.004,0.131,2.433,1.732,2.343,1.704,2.305,1.737,2.286,1.083,,
334,19.910,2.045,2.012,0.131,2.433,1.738,2.352,1.710,2.314,1.743,2.293,1.078,,
334.5,19.940,2.000,1.996,0.131,2.433,1.700,2.300,1.696,2.295,1.709,2.279,1.095,,
335,19.970,2.027,1.893,0.131,2.433,1.723,2.332,1.609,2.177,1.730,2.189,1.045,,
335.5,19.990,1.998,1.994,0.131,2.433,1.699,2.298,1.695,2.293,1.708,2.277,1.095,,
336,20.030,2.085,2.022,0.131,2.433,1.772,2.398,1.719,2.326,1.772,2.302,1.063,,
336.5,20.053,2.012,2.082,0.131,2.433,1.710,2.314,1.770,2.395,1.718,2.354,1.112,,
337,20.078,2.172,2.015,0.131,2.433,1.846,2.498,1.713,2.317,1.836,2.295,1.031,,
337.5,20.100,2.250,2.031,0.131,2.433,1.913,2.588,1.726,2.335,1.893,2.309,1.002,,
338,20.120,2.206,2.018,0.131,2.433,1.875,2.537,1.715,2.320,1.861,2.297,1.017,,
338.5,20.140,2.144,2.018,0.131,2.433,1.822,2.466,1.716,2.321,1.816,2.298,1.041,,
339,20.160,2.101,2.006,0.131,2.433,1.786,2.416,1.705,2.307,1.784,2.287,1.057,,
339.5,20.180,2.477,2.298,0.131,2.433,2.106,2.849,1.953,2.643,2.058,2.541,1.021,,
340,20.190,2.575,2.036,0.131,2.433,2.188,2.961,1.731,2.341,2.128,2.313,0.884,,
340.5,20.210,2.931,2.035,0.131,2.433,2.491,3.370,1.730,2.340,2.382,2.313,0.757,,
341,20.220,3.193,2.058,0.131,2.433,2.714,3.672,1.750,2.367,2.566,2.333,0.678,,
341.5,20.240,3.229,2.036,0.131,2.433,2.745,3.714,1.731,2.342,2.591,2.314,0.651,,
342,20.253,2.882,2.023,0.131,2.433,2.450,3.315,1.719,2.326,2.348,2.302,0.774,,
342.5,20.270,3.158,2.186,0.131,2.433,2.684,3.632,1.858,2.514,2.542,2.444,0.742,,
343,20.280,3.203,2.041,0.131,2.433,2.722,3.683,1.735,2.347,2.573,2.318,0.661,,
343.5,20.290,3.323,2.032,0.131,2.433,2.825,3.822,1.727,2.337,2.657,2.310,0.619,,
344,20.310,3.242,1.976,0.131,2.433,2.756,3.728,1.679,2.272,2.600,2.261,0.618,,
344.5,20.320,3.143,2.046,0.131,2.433,2.671,3.614,1.739,2.353,2.531,2.322,0.682,,
345,20.340,3.302,2.041,0.131,2.433,2.807,3.797,1.735,2.347,2.642,2.318,0.626,,
345.5,20.350,3.590,2.192,0.131,2.433,3.051,4.128,1.863,2.521,2.841,2.449,0.607,,
346,20.360,3.690,2.052,0.131,2.433,3.136,4.243,1.745,2.360,2.910,2.328,0.491,,
346.5,20.380,3.535,2.040,0.131,2.433,3.005,4.065,1.734,2.346,2.803,2.317,0.545,,
347,20.383,3.373,1.955,0.131,2.433,2.867,3.879,1.662,2.248,2.691,2.243,0.556,,
347.5,20.400,3.417,2.051,0.131,2.433,2.904,3.929,1.743,2.358,2.722,2.326,0.586,,
348,20.410,3.316,2.050,0.131,2.433,2.818,3.813,1.743,2.358,2.652,2.326,0.621,,
348.5,20.420,3.519,2.052,0.131,2.433,2.991,4.047,1.744,2.359,2.792,2.327,0.555,,
349,20.430,3.421,2.054,0.131,2.433,2.908,3.934,1.746,2.362,2.725,2.329,0.584,,
349.5,20.450,3.454,2.053,0.131,2.433,2.936,3.973,1.745,2.361,2.748,2.329,0.573,,
350,20.460,3.553,2.074,0.131,2.433,3.020,4.087,1.763,2.385,2.816,2.347,0.558,,
350.5,20.470,3.508,2.044,0.131,2.433,2.982,4.034,1.738,2.351,2.785,2.321,0.554,,
351,20.480,3.864,2.055,0.131,2.433,3.285,4.444,1.747,2.363,3.029,2.330,0.432,,
351.5,20.500,3.725,1.971,0.131,2.433,3.166,4.283,1.675,2.266,2.934,2.257,0.433,,
352,20.510,3.707,2.042,0.131,2.433,3.151,4.263,1.735,2.348,2.921,2.318,0.486,,
352.5,20.520,3.616,2.048,0.131,2.433,3.073,4.158,1.741,2.356,2.859,2.324,0.517,,
353,20.530,3.530,1.994,0.131,2.433,3.001,4.060,1.694,2.293,2.800,2.277,0.516,,
353.5,20.543,3.419,2.052,0.131,2.433,2.906,3.932,1.745,2.360,2.723,2.328,0.585,,
354,20.560,3.386,2.052,0.131,2.433,2.878,3.893,1.745,2.360,2.700,2.328,0.597,,
354.5,20.570,3.375,2.092,0.131,2.433,2.869,3.882,1.778,2.406,2.693,2.362,0.621,,
355,20.587,3.484,2.050,0.131,2.433,2.961,4.006,1.743,2.358,2.768,2.326,0.563,,
355.5,20.608,3.307,2.044,0.131,2.433,2.811,3.803,1.737,2.351,2.645,2.320,0.624,,
356,20.610,3.181,2.025,0.131,2.433,2.704,3.658,1.721,2.329,2.558,2.304,0.663,,
356.5,20.630,3.141,2.045,0.131,2.433,2.670,3.613,1.738,2.352,2.530,2.321,0.682,,
357,20.640,3.016,2.025,0.131,2.433,2.563,3.468,1.721,2.328,2.442,2.304,0.726,,
357.5,20.653,3.125,2.134,0.131,2.433,2.656,3.594,1.814,2.454,2.519,2.399,0.728,,
358,20.670,3.019,2.028,0.131,2.433,2.566,3.472,1.723,2.332,2.444,2.306,0.725,,
358.5,20.680,3.025,2.032,0.131,2.433,2.571,3.478,1.727,2.336,2.448,2.310,0.723,,
359,20.690,2.948,1.973,0.131,2.433,2.506,3.390,1.677,2.269,2.394,2.259,0.725,,
359.5,20.710,2.992,2.032,0.131,2.433,2.543,3.441,1.727,2.337,2.425,2.310,0.735,,
360,20.720,3.091,2.032,0.131,2.433,2.627,3.555,1.727,2.337,2.495,2.310,0.700,,
360.5,20.740,3.147,1.978,0.131,2.433,2.675,3.619,1.681,2.274,2.534,2.263,0.644,,
361,20.750,3.023,2.030,0.131,2.433,2.570,3.477,1.726,2.335,2.447,2.309,0.724,,
361.5,20.760,3.254,2.030,0.131,2.433,2.766,3.742,1.726,2.335,2.608,2.308,0.643,,
362,20.770,3.120,2.029,0.131,2.433,2.652,3.588,1.725,2.334,2.515,2.308,0.691,,
362.5,20.790,3.301,2.040,0.131,2.433,2.806,3.796,1.734,2.346,2.641,2.317,0.626,,
363,20.810,3.310,2.046,0.131,2.433,2.813,3.806,1.739,2.353,2.647,2.322,0.623,,
363.5,20.820,3.120,1.981,0.131,2.433,2.652,3.588,1.684,2.279,2.515,2.266,0.666,,
364,20.830,3.126,2.034,0.131,2.433,2.657,3.595,1.729,2.339,2.519,2.311,0.688,,
364.5,20.840,2.953,2.027,0.131,2.433,2.510,3.396,1.723,2.331,2.398,2.306,0.749,,
365,20.860,2.949,1.999,0.131,2.433,2.507,3.392,1.699,2.298,2.395,2.281,0.731,,
365.5,20.875,3.051,2.026,0.131,2.433,2.593,3.508,1.722,2.330,2.467,2.305,0.714,,
366,20.890,3.159,2.033,0.131,2.433,2.685,3.633,1.728,2.338,2.542,2.311,0.676,,
366.5,20.900,3.332,2.110,0.131,2.433,2.832,3.831,1.793,2.426,2.663,2.377,0.647,,
367,20.920,3.327,2.035,0.131,2.433,2.828,3.825,1.729,2.340,2.659,2.312,0.617,,
367.5,20.930,3.210,2.047,0.131,2.433,2.729,3.692,1.740,2.354,2.578,2.323,0.658,,
368,20.940,3.096,1.896,0.131,2.433,2.632,3.561,1.611,2.180,2.499,2.192,0.629,,
368.5,20.960,3.021,2.029,0.131,2.433,2.568,3.474,1.724,2.333,2.446,2.307,0.725,,
369,20.970,2.969,2.040,0.131,2.433,2.524,3.415,1.734,2.346,2.409,2.317,0.743,,
369.5,20.980,3.032,2.037,0.131,2.433,2.577,3.487,1.732,2.343,2.454,2.315,0.715,,
370,21.000,2.915,2.023,0.131,2.433,2.478,3.352,1.719,2.326,2.371,2.302,0.762,,
370.5,21.010,2.997,2.036,0.131,2.433,2.547,3.446,1.730,2.341,2.429,2.313,0.733,,
371,21.020,2.932,1.985,0.131,2.433,2.492,3.372,1.687,2.283,2.383,2.269,0.733,,
371.5,21.030,2.908,2.043,0.131,2.433,2.471,3.344,1.736,2.349,2.366,2.319,0.765,,
372,21.040,3.007,2.043,0.131,2.433,2.556,3.458,1.737,2.349,2.435,2.320,0.730,,
372.5,21.060,3.118,2.156,0.131,2.433,2.651,3.586,1.832,2.479,2.514,2.417,0.740,,
373,21.070,3.120,2.029,0.131,2.433,2.652,3.588,1.725,2.334,2.515,2.308,0.690,,
373.5,21.080,3.347,2.049,0.131,2.433,2.845,3.849,1.742,2.356,2.674,2.325,0.610,,
374,21.090,3.175,2.120,0.131,2.433,2.699,3.651,1.802,2.438,2.553,2.386,0.714,,
374.5,21.100,3.596,1.840,0.204,2.313,3.057,4.136,1.564,2.116,2.497,2.312,0.699,,
375,21.110,3.784,1.852,0.204,2.313,3.216,4.352,1.575,2.130,2.601,2.322,0.647,,
375.5,21.120,4.758,1.905,0.204,2.313,4.044,5.472,1.619,2.191,3.120,2.364,0.406,,
376,21.130,5.715,1.618,0.278,2.192,4.858,6.573,1.375,1.861,3.063,2.321,0.414,,
376.5,21.140,5.929,1.631,0.278,2.192,5.040,6.818,1.387,1.876,3.146,2.330,0.373,,
377,21.150,6.409,1.744,0.278,2.192,5.448,7.371,1.482,2.005,3.328,2.411,0.336,,
377.5,21.160,6.440,1.638,0.278,2.192,5.474,7.406,1.392,1.884,3.339,2.335,0.276,,
378,21.170,6.397,1.623,0.278,2.192,5.438,7.357,1.379,1.866,3.323,2.324,0.284,,
378.5,21.180,6.397,1.600,0.278,2.192,5.437,7.356,1.360,1.840,3.323,2.308,0.266,,
379,21.190,6.220,1.626,0.278,2.192,5.287,7.153,1.382,1.870,3.257,2.326,0.317,,
379.5,21.200,6.179,1.633,0.278,2.192,5.252,7.106,1.388,1.878,3.241,2.332,0.325,,
380,21.213,6.152,1.646,0.278,2.192,5.229,7.074,1.399,1.893,3.231,2.341,0.337,,
380.5,21.230,6.239,1.633,0.278,2.192,5.303,7.175,1.388,1.877,3.264,2.331,0.314,,
381,21.240,6.337,1.623,0.278,2.192,5.387,7.288,1.380,1.867,3.301,2.324,0.295,,
381.5,21.240,6.346,1.582,0.278,2.192,5.394,7.298,1.344,1.819,3.304,2.294,0.269,,
382,21.250,6.353,1.629,0.278,2.192,5.400,7.306,1.385,1.873,3.307,2.329,0.292,,
382.5,21.260,6.263,1.641,0.278,2.192,5.323,7.202,1.395,1.888,3.273,2.338,0.309,,
383,21.265,6.235,1.586,0.278,2.192,5.300,7.171,1.348,1.824,3.262,2.297,0.293,,
