%     Depth;Temperature_;TC_m;RHOC_m;PHI;    RHOB;TC_m_min;TC_m_max;RHOC_m_miD;RHOC_m_max;    TC.log;      RHOC.log;       RHP;;
%         m;          °C;W/(mK);kJ/(m³K);n/n;g/cm³;    W/(mK);    W/(mK);kJ/(m³K);kJ/(m³K);    W/(mK);   kJ/(m³K);     µW/m³;;
2062.5;60.3782;2.954;2.925;0.265120127;2.364;2.806;3.102;2.779;3.072;1.74062;3.251770976;0.676824048;;
2063;60.398;2.940;2.927;0.264826841;2.317;2.793;3.087;2.781;3.073;1.97912;3.258190488;0.676824048;;
2063.5;60.4176;2.937;2.926;0.266159714;2.419;2.790;3.084;2.780;3.072;2.07584;3.259722439;0.679587619;;
2064;60.4358;2.928;2.924;0.266468619;2.414;2.781;3.074;2.778;3.070;1.88345;3.25532561;0.680592619;;
2064.5;60.4553;2.918;2.922;0.266035413;2.348;2.772;3.064;2.776;3.068;2.01841;3.262744634;0.682476857;;
2065;60.4818;2.916;2.919;0.267860794;2.294;2.770;3.062;2.773;3.064;1.81081;3.263767317;0.684109905;;
2065.5;60.511;2.938;2.915;0.270456349;2.3;2.791;3.085;2.769;3.061;1.76924;3.263667073;0.684863571;;
2066;60.529;2.917;2.911;0.267438714;2.368;2.771;3.063;2.766;3.057;2.03571;3.253018293;0.684989143;;
2066.5;60.5472;2.899;2.907;0.268837587;2.259;2.754;3.044;2.762;3.053;2.14638;3.243969024;0.684486714;;
2067;60.564;2.897;2.903;0.268436873;2.234;2.753;3.042;2.758;3.048;1.96621;3.236982927;0.680592571;;
2067.5;60.5963;2.919;2.898;0.268688127;2.289;2.773;3.065;2.753;3.043;1.88609;3.23143561;0.676321571;;
2068;60.6179;2.937;2.892;0.269419952;2.318;2.790;3.084;2.748;3.037;1.81818;3.235552195;0.67493981;;
2068.5;60.6372;2.939;2.887;0.274287683;2.298;2.792;3.086;2.742;3.031;1.80818;3.229346098;0.673683619;;
2069;60.6551;2.942;2.880;0.278300841;2.311;2.795;3.089;2.736;3.024;1.74861;3.225773659;0.675316667;;
2069.5;60.679;2.941;2.874;0.27807981;2.344;2.794;3.088;2.730;3.018;1.76839;3.229932683;0.67657281;;
2070;60.7075;2.913;2.866;0.277913698;2.35;2.768;3.059;2.723;3.009;1.80845;3.233354878;0.673683571;;
2070.5;60.729;2.929;2.859;0.277744651;2.311;2.783;3.076;2.716;3.002;1.98036;3.227145854;0.670668762;;
2071;60.752;2.961;2.852;0.279447349;2.247;2.813;3.109;2.710;2.995;1.88865;3.228456829;0.670166333;;
2071.5;60.772;2.938;2.847;0.278651651;2.411;2.791;3.085;2.704;2.989;1.84471;3.223093902;0.66627219;;
2072;60.7848;2.910;2.841;0.279212778;2.325;2.765;3.056;2.699;2.983;1.96532;3.210267073;0.664387952;;
2072.5;60.8066;2.892;2.836;0.278695746;2.325;2.747;3.037;2.695;2.978;2.03815;3.190960244;0.662629333;;
2073;60.832;2.908;2.831;0.279950032;2.325;2.762;3.053;2.690;2.973;1.87678;3.184679756;0.661247571;;
2073.5;60.856;2.904;2.824;0.278458794;2.289;2.759;3.049;2.683;2.966;1.70766;3.186215122;0.660870714;;
2074;60.875;2.910;2.818;0.278379508;2.204;2.765;3.056;2.677;2.959;1.84331;3.177090976;0.657102238;;
2074.5;60.8961;2.916;2.811;0.277639984;2.233;2.770;3.061;2.670;2.951;1.88372;3.173762927;0.656097238;;
2075;60.9169;2.939;2.801;0.280472635;2.352;2.792;3.086;2.661;2.942;1.77285;3.161310244;0.654338619;;
2075.5;60.9435;2.937;2.792;0.278754095;2.286;2.790;3.084;2.652;2.931;1.97288;3.168040488;0.652579952;;
2076;60.9686;2.914;2.782;0.276487762;2.303;2.768;3.059;2.642;2.921;1.99642;3.174290976;0.650193238;;
2076.5;60.9926;2.923;2.771;0.27841481;2.298;2.777;3.069;2.632;2.910;1.8743;3.17583561;0.646299095;;
2077;61.0174;2.940;2.761;0.280507143;2.295;2.793;3.087;2.623;2.899;1.87694;3.180113415;0.645796619;;
2077.5;61.0372;2.928;2.752;0.279930603;2.22;2.782;3.075;2.614;2.889;1.82292;3.177918049;0.647555238;;
2078;61.0582;2.909;2.744;0.280761111;2.299;2.764;3.054;2.607;2.881;1.95338;3.164843415;0.646675905;;
2078.5;61.083;2.907;2.736;0.279480667;2.276;2.761;3.052;2.599;2.873;1.87019;3.148378293;0.643158619;;
2079;61.1025;2.913;2.728;0.276556365;2.349;2.767;3.059;2.591;2.864;1.87624;3.134493659;0.642907429;;
2079.5;61.127;2.922;2.719;0.274115651;2.321;2.776;3.068;2.583;2.855;1.84568;3.106130976;0.64014381;;
2080;61.149;2.914;2.709;0.273569381;2.367;2.768;3.059;2.574;2.845;1.83172;3.086161463;0.63838519;;
2080.5;61.1779;2.916;2.701;0.27198827;2.229;2.770;3.062;2.566;2.836;1.88469;3.075628537;0.638259619;;
2081;61.2052;2.883;2.691;0.26905727;2.372;2.738;3.027;2.557;2.826;1.90796;3.060816585;0.640269524;;
2081.5;61.2196;2.870;2.681;0.269497032;2.354;2.727;3.014;2.547;2.815;1.87791;3.053510488;0.642530619;;
2082;61.2407;2.904;2.671;0.270329016;2.328;2.759;3.049;2.538;2.805;1.86957;3.055640488;0.645168571;;
2082.5;61.2676;2.889;2.662;0.266835444;2.237;2.745;3.034;2.529;2.795;1.88047;3.056859512;0.649439619;;
2083;61.2892;2.898;2.652;0.266790111;2.373;2.754;3.043;2.519;2.785;1.79217;3.051404146;0.65057019;;
2083.5;61.311;2.897;2.642;0.264804413;2.293;2.752;3.042;2.510;2.774;1.93457;3.047137561;0.650821381;;
2084;61.331;2.908;2.632;0.264055968;2.335;2.763;3.054;2.500;2.764;1.94178;3.032795854;0.650444524;;
2084.5;61.3545;2.922;2.622;0.263936952;2.322;2.776;3.068;2.490;2.753;2.09411;3.025853171;0.65283119;;
2085;61.3819;2.969;2.611;0.266850698;2.352;2.820;3.117;2.481;2.742;1.82652;3.011806341;0.651072571;;
2085.5;61.406;2.979;2.601;0.265494397;2.378;2.831;3.128;2.471;2.731;1.88776;3.008430732;0.649941952;;
2086;61.4274;3.014;2.590;0.267193937;2.373;2.863;3.165;2.460;2.719;1.79166;3.00311122;0.648057714;;
2086.5;61.4443;3.027;2.579;0.266181079;2.443;2.876;3.179;2.450;2.708;1.85227;3.006087805;0.647680857;;
2087;61.4618;3.039;2.567;0.266520048;2.282;2.887;3.191;2.439;2.696;2.12583;3.009676829;0.648309;;
2087.5;61.4822;3.042;2.555;0.265488238;2.267;2.890;3.194;2.428;2.683;1.96912;3.00905439;0.648057714;;
2088;61.5084;3.062;2.542;0.265365175;2.348;2.909;3.216;2.415;2.669;1.91657;3.009330976;0.647932143;;
2088.5;61.5233;3.062;2.529;0.265031651;2.299;2.909;3.215;2.403;2.656;2.07654;2.99278561;0.648434619;;
2089;61.5424;3.112;2.516;0.27034073;2.358;2.956;3.267;2.390;2.642;2.04273;2.980702927;0.652328762;;
2089.5;61.5625;3.124;2.503;0.270677127;2.384;2.968;3.281;2.378;2.628;2.01752;2.965153415;0.65220319;;
2090;61.583;3.124;2.490;0.271989349;2.32;2.968;3.280;2.365;2.614;2.09842;2.944617073;0.653710619;;
2090.5;61.6075;3.139;2.477;0.271909667;2.246;2.982;3.295;2.353;2.601;2.01786;2.923223171;0.651951952;;
2091;61.6302;3.172;2.464;0.274354683;2.283;3.014;3.331;2.341;2.587;2.12319;2.913055366;0.650821429;;
2091.5;61.645;3.241;2.453;0.279415762;2.312;3.079;3.404;2.330;2.575;2.11924;2.909596098;0.646927286;;
2092;61.6695;3.250;2.443;0.278686444;2.403;3.088;3.413;2.321;2.565;1.97059;2.895306585;0.645671095;;
2092.5;61.6936;3.228;2.432;0.276664571;2.309;3.067;3.389;2.311;2.554;1.96594;2.880752683;0.646927286;;
2093;61.712;3.222;2.423;0.275370857;2.268;3.061;3.383;2.302;2.544;2.10299;2.869224146;0.64541981;;
2093.5;61.736;3.220;2.413;0.274443;2.35;3.059;3.381;2.292;2.533;1.80605;2.867897561;0.644540476;;
2094;61.7613;3.226;2.403;0.273794698;2.301;3.065;3.388;2.283;2.523;1.97544;2.856538049;0.64202819;;
2094.5;61.7845;3.265;2.394;0.275959444;2.121;3.102;3.428;2.274;2.514;2.04377;2.84929439;0.638510905;;
2095;61.8061;3.286;2.386;0.275058048;2.313;3.122;3.450;2.267;2.506;1.99371;2.842425366;0.636626667;;
2095.5;61.8293;3.272;2.380;0.271685063;2.282;3.109;3.436;2.261;2.499;1.99316;2.829715122;0.63612419;;
2096;61.8484;3.272;2.374;0.266849889;2.377;3.108;3.435;2.256;2.493;2.04377;2.810778537;0.633360619;;
2096.5;61.8632;3.258;2.370;0.264483095;2.246;3.095;3.420;2.252;2.489;2.11668;2.823935366;0.631727571;;
2097;61.882;3.261;2.367;0.263825016;2.208;3.098;3.424;2.249;2.486;1.98114;2.844629024;0.632606905;;
2097.5;61.9117;3.277;2.366;0.262292254;2.302;3.113;3.441;2.248;2.484;2.07014;2.845672927;0.630597;;
2098;61.941;3.272;2.366;0.259383349;2.348;3.109;3.436;2.247;2.484;1.98773;2.850174878;0.627833476;;
2098.5;61.962;3.291;2.367;0.259211825;2.412;3.127;3.456;2.248;2.485;1.95469;2.83940439;0.625697952;;
2099;61.9847;3.290;2.368;0.255819857;2.345;3.125;3.454;2.250;2.486;2.19222;2.824263415;0.624818619;;
2099.5;62.0096;3.270;2.370;0.250181603;2.383;3.107;3.434;2.252;2.489;2.26409;2.812029512;0.620045238;;
2100;62.0264;3.333;2.373;0.250385508;2.311;3.167;3.500;2.254;2.492;2.29476;2.809053659;0.620422;;
2100.5;62.052;3.343;2.377;0.249212333;2.338;3.176;3.511;2.258;2.495;2.2395;2.804882927;0.621175667;;
2101;62.073;3.363;2.380;0.249952079;2.378;3.195;3.531;2.261;2.499;2.38489;2.800904634;0.62079881;;
2101.5;62.0946;3.334;2.387;0.247062063;2.479;3.167;3.500;2.268;2.506;2.15771;2.79803;0.619040143;;
2102;62.114;3.248;2.394;0.242784841;2.41;3.086;3.410;2.274;2.513;2.20595;2.803981707;0.621426857;;
2102.5;62.1388;3.199;2.399;0.240840111;2.432;3.039;3.358;2.279;2.519;2.24652;2.807818293;0.620673143;;
2103;62.1591;3.150;2.404;0.238835825;2.384;2.993;3.308;2.284;2.525;2.12634;2.808195122;0.617281524;;
2103.5;62.1886;3.138;2.409;0.23601927;2.399;2.981;3.295;2.289;2.530;2.30872;2.81507561;0.619291429;;
2104;62.2093;3.205;2.416;0.237241111;2.359;3.045;3.365;2.295;2.537;1.99053;2.825798537;0.616779095;;
2104.5;62.2285;3.294;2.424;0.238906587;2.487;3.130;3.459;2.303;2.545;2.27401;2.826330976;0.618286476;;
2105;62.254;3.285;2.431;0.237081778;2.353;3.121;3.449;2.310;2.553;2.60303;2.826774146;0.620045095;;
2105.5;62.2743;3.270;2.440;0.236270714;2.298;3.106;3.433;2.318;2.562;2.17811;2.829921951;0.619291381;;
2106;62.3;3.244;2.448;0.234785286;2.335;3.082;3.407;2.326;2.571;2.14848;2.823410732;0.620296286;;
2106.5;62.3215;3.243;2.458;0.236043349;2.351;3.081;3.405;2.335;2.581;1.96074;2.86030878;0.621929333;;
2107;62.3488;3.249;2.469;0.234936349;2.404;3.087;3.411;2.346;2.593;1.5563;2.880175366;0.623688;;
2107.5;62.3719;3.236;2.481;0.235092794;2.407;3.074;3.397;2.357;2.605;1.55138;2.879357561;0.625321048;;
2108;62.3956;3.216;2.493;0.235161159;2.406;3.055;3.377;2.369;2.618;1.63421;2.88207439;0.629968905;;
2108.5;62.4104;3.214;2.507;0.234107111;2.434;3.053;3.374;2.382;2.632;2.00452;2.888361463;0.634491095;;
2109;62.4281;3.164;2.520;0.232216222;2.538;3.005;3.322;2.394;2.646;2.48362;2.90072878;0.638259667;;
2109.5;62.4535;3.153;2.533;0.231863714;2.278;2.996;3.311;2.406;2.660;2.86235;2.904499268;0.644038048;;
2110;62.478;3.177;2.547;0.232233619;2.311;3.018;3.335;2.419;2.674;2.3342;2.901837805;0.65119819;;
2110.5;62.5074;3.099;2.562;0.227524651;2.382;2.944;3.254;2.434;2.690;2.20076;2.900216829;0.654966762;;
2111;62.5308;3.092;2.578;0.226925095;2.406;2.937;3.247;2.449;2.707;2.06064;2.909261707;0.654841143;;
2111.5;62.5554;3.119;2.594;0.226012476;2.445;2.963;3.275;2.464;2.723;2.26858;2.917513902;0.657353524;;
2112;62.581;3.091;2.606;0.22627354;2.442;2.936;3.245;2.476;2.736;2.30961;2.940602927;0.662629381;;
2112.5;62.5962;3.104;2.618;0.226293984;2.471;2.949;3.260;2.487;2.749;2.0423;2.968987073;0.664639286;;
2113;62.6135;3.140;2.631;0.225535111;2.434;2.983;3.297;2.499;2.762;2.03272;2.979047561;0.665895476;;
2113.5;62.6341;3.172;2.644;0.226252524;2.389;3.014;3.331;2.511;2.776;2.17811;3.006300488;0.669412762;;
2114;62.6598;3.221;2.657;0.232225794;2.456;3.060;3.382;2.524;2.790;1.89198;3.014981707;0.670417714;;
2114.5;62.686;3.165;2.671;0.229594857;2.457;3.007;3.323;2.537;2.804;1.87899;3.024798537;0.676447333;;
2115;62.7073;3.108;2.686;0.229045254;2.468;2.952;3.263;2.551;2.820;2.4697;3.032784878;0.67858281;;
2115.5;62.7275;3.089;2.702;0.225281857;2.358;2.934;3.243;2.567;2.837;2.21212;3.04964439;0.678959667;;
2116;62.75;3.057;2.718;0.218811914;2.495;2.904;3.210;2.582;2.854;2.15096;3.060741707;0.678205952;;
2116.5;62.776;3.078;2.734;0.221922279;2.375;2.924;3.232;2.597;2.871;2.502;3.061891951;0.678457238;;
2117;62.799;3.090;2.750;0.226348041;2.39;2.936;3.245;2.613;2.888;1.63301;3.047079512;0.679964619;;
2117.5;62.8258;3.061;2.766;0.228312962;2.377;2.908;3.214;2.627;2.904;1.71515;3.064391951;0.683481905;;
2118;62.8432;3.069;2.779;0.229359994;2.41;2.915;3.222;2.640;2.918;2.01224;3.075166341;0.687627238;;
2118.5;62.8595;3.095;2.793;0.229538121;2.426;2.941;3.250;2.653;2.932;1.98967;3.078346098;0.689511476;;
2119;62.8822;3.116;2.804;0.23305901;2.41;2.960;3.272;2.664;2.944;2.13129;3.102966098;0.695541143;;
2119.5;62.9085;3.171;2.814;0.236293152;2.298;3.013;3.330;2.674;2.955;2.1681;3.126969268;0.698053476;;
2120;62.927;3.226;2.825;0.239191597;2.44;3.064;3.387;2.683;2.966;2.41556;3.153579512;0.697048571;;
2120.5;62.9499;3.200;2.835;0.237529581;2.344;3.040;3.360;2.693;2.976;2.43286;3.170737561;0.695164286;;
2121;62.9782;3.200;2.843;0.240728771;2.541;3.040;3.360;2.701;2.985;2.26172;3.17749439;0.696797333;;
2121.5;63.0027;3.172;2.850;0.236226978;2.703;3.013;3.331;2.708;2.993;2.06328;3.183703902;0.698304714;;
2122;63.0233;3.148;2.856;0.236689644;2.323;2.991;3.306;2.713;2.999;2.05195;3.196350488;0.69880719;;
2122.5;63.0448;3.161;2.862;0.231377356;2.242;3.003;3.319;2.719;3.005;1.83858;3.195739512;0.69993781;;
2123;63.0648;3.153;2.868;0.231011943;2.366;2.996;3.311;2.724;3.011;2.05137;3.196842683;0.70144519;;
2123.5;63.0862;3.144;2.872;0.231546737;2.359;2.987;3.301;2.729;3.016;2.29786;3.20252;0.704962476;;
2124;63.1075;3.154;2.877;0.231453022;2.363;2.997;3.312;2.733;3.020;2.12086;3.194803659;0.708479762;;
2124.5;63.128;3.135;2.880;0.228782879;2.282;2.978;3.291;2.736;3.024;2.2455;3.181458293;0.710238381;;
2125;63.1506;3.123;2.882;0.227101133;2.304;2.967;3.279;2.738;3.026;2.2903;3.187923659;0.712499476;;
2125.5;63.171;3.059;2.884;0.224193689;2.358;2.907;3.212;2.740;3.028;2.35522;3.186638537;0.716770429;;
2126;63.1916;3.062;2.884;0.229889657;2.406;2.909;3.216;2.740;3.029;1.9925;3.190955366;0.721543905;;
2126.5;63.2145;3.117;2.885;0.238201489;2.38;2.961;3.272;2.741;3.029;2.13235;3.20374122;0.728704143;;
2127;63.2355;3.112;2.885;0.235361648;2.574;2.956;3.267;2.741;3.029;2.21887;3.172841463;0.731216524;;
2127.5;63.2559;3.087;2.883;0.231308997;2.387;2.933;3.242;2.739;3.027;2.07534;3.153024146;0.733728905;;
2128;63.2755;3.097;2.879;0.229958648;2.596;2.942;3.252;2.735;3.023;1.64487;3.159646341;0.731844667;;
2128.5;63.3003;3.101;2.875;0.22967841;2.401;2.946;3.256;2.731;3.019;1.86836;3.150091463;0.728578619;;
2129;63.32;3.094;2.870;0.229858616;2.395;2.939;3.249;2.726;3.013;2.11698;3.147315854;0.729081095;;
2129.5;63.3346;3.097;2.865;0.228698917;2.424;2.942;3.252;2.722;3.008;2.14115;3.148933659;0.725312524;;
2130;63.3581;3.077;2.860;0.226725552;2.39;2.923;3.231;2.717;3.003;2.1574;3.153580732;0.724433143;;
2130.5;63.3832;3.066;2.855;0.226153457;2.476;2.913;3.219;2.713;2.998;1.95244;3.162235854;0.72606619;;
2131;63.3966;3.067;2.850;0.227439711;2.462;2.914;3.221;2.707;2.992;2.02236;3.166587317;0.727196762;;
2131.5;63.4158;3.094;2.844;0.229548441;2.292;2.939;3.249;2.702;2.986;2.27661;3.176072683;0.724684381;;
2132;63.4413;3.119;2.839;0.233235346;2.307;2.963;3.275;2.697;2.981;2.22309;3.17690878;0.725438143;;
2132.5;63.4573;3.119;2.835;0.23254887;2.449;2.963;3.275;2.693;2.977;2.10846;3.157969268;0.727322381;;
2133;63.4771;3.152;2.830;0.236501952;2.41;2.994;3.310;2.688;2.971;2.02973;3.13927439;0.726568619;;
2133.5;63.5026;3.187;2.822;0.235607825;2.427;3.027;3.346;2.681;2.963;2.11179;3.138367561;0.727071048;;
2134;63.529;3.220;2.816;0.234919794;2.385;3.059;3.381;2.675;2.957;2.21704;3.123477073;0.72418181;;
2134.5;63.5443;3.221;2.810;0.23528154;2.365;3.060;3.382;2.669;2.950;2.24489;3.121034634;0.721167;;
2135;63.561;3.210;2.804;0.233180365;2.33;3.049;3.370;2.663;2.944;2.21045;3.114135122;0.719031524;;
2135.5;63.5904;3.209;2.796;0.232517079;2.378;3.048;3.369;2.657;2.936;2.22135;3.112814146;0.714760524;;
2136;63.6136;3.229;2.788;0.233262825;2.373;3.067;3.390;2.649;2.927;2.25947;3.106097073;0.710740762;;
2136.5;63.6302;3.226;2.779;0.22920281;2.368;3.065;3.388;2.640;2.918;2.10388;3.099292195;0.707725952;;
2137;63.646;3.191;2.770;0.225896079;2.275;3.031;3.350;2.632;2.909;2.1833;3.104848049;0.707600286;;
2137.5;63.6634;3.182;2.761;0.224702016;2.394;3.023;3.341;2.623;2.900;2.27308;3.096428049;0.70860519;;
2138;63.6759;3.189;2.754;0.224274397;2.398;3.030;3.348;2.617;2.892;2.2267;3.05549561;0.707725857;;
2138.5;63.6879;3.208;2.749;0.223511222;2.425;3.048;3.369;2.612;2.887;2.11074;3.032799512;0.708982;;
2139;63.7114;3.209;2.743;0.220913556;2.431;3.048;3.369;2.606;2.880;2.30294;3.032018049;0.709233238;;
2139.5;63.73;3.195;2.738;0.218330619;2.439;3.035;3.355;2.601;2.874;2.09395;3.030169268;0.709233238;;
2140;63.7466;3.197;2.733;0.217800254;2.417;3.037;3.357;2.596;2.869;2.16608;3.037320244;0.709861381;;
2140.5;63.7588;3.229;2.727;0.217497286;2.483;3.067;3.390;2.591;2.864;2.19436;3.02267439;0.707851524;;
2141;63.7752;3.244;2.722;0.215701603;2.501;3.082;3.406;2.586;2.858;2.1427;3.009538293;0.70709781;;
2141.5;63.791;3.216;2.717;0.214174968;2.441;3.055;3.377;2.581;2.853;2.30065;3.006930244;0.707725857;;
2142;63.8077;3.210;2.710;0.20971427;2.487;3.050;3.371;2.575;2.846;2.16767;3.003454878;0.707977048;;
2142.5;63.8238;3.202;2.703;0.206223349;2.463;3.042;3.362;2.567;2.838;2.2035;2.994611707;0.70935881;;
2143;63.8424;3.179;2.695;0.202956794;2.496;3.020;3.338;2.560;2.830;2.22406;3.001323171;0.709484381;;
2143.5;63.8594;3.202;2.689;0.203838603;2.44;3.042;3.362;2.554;2.823;2.31841;3.006598293;0.708228286;;
2144;63.8795;3.274;2.684;0.208114571;2.457;3.110;3.437;2.550;2.818;2.31244;3.004096585;0.707223381;;
2144.5;63.8993;3.251;2.679;0.208852397;2.479;3.089;3.414;2.545;2.813;2.273;2.995602683;0.709358905;;
2145;63.9149;3.227;2.675;0.204806349;2.424;3.065;3.388;2.541;2.808;2.31174;2.995053902;0.710866286;;
2145.5;63.9318;3.202;2.669;0.202088143;2.303;3.042;3.362;2.536;2.803;2.57246;2.987998293;0.712624905;;
2146;63.952;3.244;2.663;0.20537454;2.35;3.082;3.406;2.530;2.797;2.54489;2.985855366;0.717398381;;
2146.5;63.971;3.290;2.658;0.207001937;2.391;3.126;3.455;2.525;2.791;2.06804;2.98063;0.720413238;;
2147;63.9938;3.326;2.652;0.211137127;2.371;3.160;3.492;2.519;2.785;2.41215;2.96898122;0.724056095;;
2147.5;64.011;3.356;2.644;0.213047016;2.41;3.188;3.524;2.511;2.776;2.35277;2.959952195;0.721166952;;
2148;64.0336;3.396;2.634;0.215775841;2.489;3.227;3.566;2.502;2.766;2.25718;2.960952927;0.72154381;;
2148.5;64.0514;3.403;2.623;0.218639984;2.47;3.233;3.573;2.492;2.754;2.39431;2.946273415;0.723553667;;
2149;64.0676;3.377;2.611;0.219467238;2.326;3.208;3.545;2.480;2.741;2.44457;2.948086585;0.72317681;;
2149.5;64.0817;3.369;2.599;0.22124981;2.215;3.201;3.538;2.470;2.729;1.9939;2.955985122;0.721418143;;
2150;64.0922;3.406;2.589;0.223235143;2.345;3.236;3.577;2.460;2.719;2.05381;2.960915366;0.719282619;;
2150.5;64.1072;3.448;2.579;0.229111127;2.496;3.276;3.621;2.450;2.707;2.00375;2.961147317;0.717398381;;
2151;64.1198;3.439;2.567;0.231360635;2.531;3.267;3.611;2.439;2.696;2.39512;2.952922927;0.717398381;;
2151.5;64.1372;3.405;2.556;0.233035921;2.312;3.235;3.576;2.428;2.684;2.49719;2.951627317;0.713755476;;
2152;64.1528;3.413;2.548;0.23330381;2.303;3.242;3.583;2.421;2.676;2.31737;2.931950976;0.710363857;;
2152.5;64.1681;3.461;2.542;0.240609746;2.264;3.288;3.634;2.415;2.669;2.34397;2.915678537;0.705716048;;
2153;64.1866;3.553;2.536;0.250662492;2.38;3.375;3.730;2.409;2.663;2.43561;2.90728;0.698681476;;
2153.5;64.2065;3.528;2.531;0.254382524;2.369;3.352;3.705;2.404;2.657;2.07728;2.900617561;0.693531238;;
2154;64.2253;3.523;2.528;0.253706111;2.332;3.347;3.700;2.401;2.654;1.94426;2.891763171;0.692777524;;
2154.5;64.2441;3.479;2.534;0.251587857;2.431;3.305;3.653;2.408;2.661;2.09167;2.88725;0.691018857;;
2155;64.2666;3.491;2.540;0.252006302;2.41;3.317;3.666;2.413;2.667;2.50886;2.897869512;0.692777476;;
2155.5;64.2835;3.518;2.545;0.256452079;2.38;3.342;3.694;2.417;2.672;2.12409;2.903204634;0.693279905;;
2156;64.2978;3.590;2.551;0.263797349;2.105;3.410;3.769;2.423;2.678;2.26683;2.901509024;0.690013905;;
2156.5;64.3134;3.633;2.557;0.265443603;2.311;3.451;3.814;2.429;2.685;2.03315;2.900767317;0.685366095;;
2157;64.337;3.634;2.563;0.266585206;2.376;3.452;3.816;2.435;2.691;2.13145;2.951689756;0.682476905;;
2157.5;64.3503;3.655;2.571;0.266396063;2.414;3.472;3.838;2.443;2.700;2.19979;2.952582927;0.676572952;;
2158;64.3655;3.694;2.581;0.266596429;2.173;3.509;3.879;2.452;2.710;2.28755;2.95080122;0.673306857;;
2158.5;64.3858;3.677;2.592;0.264867651;2.147;3.493;3.861;2.462;2.721;1.72531;2.955270244;0.670040762;;
2159;64.407;3.679;2.603;0.263588508;2.369;3.495;3.863;2.472;2.733;2.40361;2.965657317;0.663634333;;
2159.5;64.4264;3.713;2.613;0.263200524;2.413;3.527;3.899;2.482;2.743;2.24101;3.118279268;0.660117048;;
2160;64.4444;3.790;2.623;0.267083635;2.354;3.601;3.980;2.491;2.754;2.10275;3.115300976;0.662880667;;
2160.5;64.4577;3.749;2.631;0.268375635;2.376;3.562;3.937;2.499;2.762;2.09353;3.099859024;0.664764905;;
2161;64.4746;3.703;2.638;0.261298413;2.364;3.518;3.888;2.506;2.770;2.28801;3.103215366;0.665141667;;
2161.5;64.4983;3.774;2.646;0.264560333;2.273;3.585;3.962;2.514;2.779;2.62183;3.099759756;0.665392952;;
2162;64.5138;3.795;2.654;0.268285333;2.302;3.605;3.984;2.522;2.787;2.39799;3.106371951;0.668030905;;
2162.5;64.5342;3.748;2.660;0.270998413;2.316;3.560;3.935;2.527;2.793;2.52229;3.115747561;0.669789571;;
2163;64.5532;3.720;2.668;0.267470921;2.302;3.534;3.906;2.535;2.802;2.71002;3.10553561;0.676321714;;
2163.5;64.5699;3.674;2.675;0.264916127;2.348;3.491;3.858;2.542;2.809;2.40994;3.098756098;0.679839;;
2164;64.5857;3.897;2.682;0.275325381;2.439;3.702;4.091;2.548;2.816;2.19083;3.101580976;0.685114905;;
2164.5;64.6059;3.980;2.689;0.286696905;2.397;3.781;4.179;2.554;2.823;2.37655;3.097119512;0.685868619;;
2165;64.629;3.883;2.684;0.289773254;2.434;3.689;4.077;2.550;2.819;2.48226;3.099850976;0.685240571;;
2165.5;64.6454;3.884;2.680;0.295809651;2.246;3.690;4.078;2.546;2.814;1.98626;3.089685854;0.678582857;;
2166;64.6576;3.902;2.676;0.297477444;2.318;3.707;4.097;2.542;2.810;2.37341;3.08390122;0.676070571;;
2166.5;64.676;3.855;2.671;0.297347698;2.4;3.663;4.048;2.537;2.804;2.4847;3.07788;0.674563095;;
2167;64.692;3.838;2.667;0.298762635;2.183;3.646;4.030;2.534;2.801;1.97044;3.077272927;0.673809381;;
2167.5;64.711;3.801;2.664;0.297380746;2.226;3.611;3.991;2.531;2.797;1.46978;3.090438049;0.677829143;;
2168;64.736;3.733;2.661;0.294959651;2.296;3.546;3.919;2.528;2.794;2.29848;3.11877561;0.682100048;;
2168.5;64.7566;3.773;2.658;0.298311143;2.302;3.584;3.962;2.525;2.791;2.20824;3.106626098;0.682602571;;
2169;64.7784;3.752;2.657;0.299170984;2.218;3.565;3.940;2.525;2.790;2.27572;3.109173659;0.684989333;;
2169.5;64.7939;3.738;2.658;0.300745032;1.95;3.551;3.925;2.525;2.791;1.94232;3.120835366;0.690139571;;
2170;64.8087;3.764;2.660;0.304842841;1.94;3.575;3.952;2.527;2.793;1.11091;3.113949268;0.692526286;;
2170.5;64.8252;3.746;2.660;0.304371619;2.219;3.559;3.934;2.527;2.793;1.71433;3.101655122;0.690516381;;
2171;64.8421;3.793;2.662;0.304210444;2.138;3.603;3.982;2.529;2.796;2.15325;3.091345366;0.687250381;;
2171.5;64.8583;3.813;2.665;0.304913698;2.308;3.622;4.004;2.531;2.798;1.86755;3.091863171;0.685366143;;
2172;64.8766;3.729;2.666;0.300809984;2.279;3.543;3.916;2.533;2.800;2.33412;3.104186829;0.682351333;;
2172.5;64.8994;3.896;2.664;0.306541254;2.238;3.701;4.090;2.531;2.798;2.15608;3.113826585;0.68285381;;
2173;64.9179;3.982;2.660;0.310310444;2.377;3.783;4.181;2.527;2.793;2.05486;3.122059268;0.682225667;;
2173.5;64.9297;3.928;2.653;0.311474365;2.407;3.731;4.124;2.520;2.786;2.65072;3.128565122;0.679336429;;
2174;64.9485;4.149;2.646;0.317996349;2.204;3.941;4.356;2.514;2.778;2.10353;3.164895122;0.678833952;;
