%     Depth;Temperature_;TC_m;RHOC_m;PHI;    RHOB;TC_m_min;TC_m_max;RHOC_m_miD;RHOC_m_max;    TC.log;      RHOC.log;       RHP;;
%         m;          °C;W/(mK);kJ/(m³K);n/n;g/cm³;    W/(mK);    W/(mK);kJ/(m³K);kJ/(m³K);    W/(mK);   kJ/(m³K);     µW/m³;;
1158;33.2879;3.360;1.499;0.231;2.314;3.192;3.528;1.424;1.574;2.209;2.118;0.333574524;;
1158.5;33.2956;3.343;1.498;0.231;2.314;3.176;3.511;1.423;1.573;2.275;2.114;0.331548667;;
1159;33.3101;3.331;1.497;0.231;2.315;3.165;3.498;1.423;1.572;2.182;2.106;0.33230819;;
1159.5;33.3244;3.327;1.497;0.231;2.315;3.160;3.493;1.422;1.571;2.220;2.105;0.331548667;;
1160;33.3338;3.337;1.496;0.231;2.315;3.170;3.504;1.421;1.571;2.238;2.102;0.331675;;
1160.5;33.3475;3.330;1.495;0.230;2.317;3.163;3.496;1.420;1.570;2.230;2.105;0.332941333;;
1161;33.3612;3.359;1.494;0.231;2.315;3.191;3.527;1.419;1.569;2.297;2.101;0.331295952;;
1161.5;33.3692;3.339;1.492;0.230;2.317;3.172;3.506;1.417;1.567;2.217;2.105;0.32813081;;
1162;33.3827;3.336;1.489;0.228;2.319;3.170;3.503;1.414;1.563;2.305;2.101;0.324332476;;
1162.5;33.397;3.333;1.486;0.229;2.319;3.166;3.500;1.412;1.560;2.177;2.093;0.320787571;;
1163;33.4089;3.325;1.483;0.227;2.321;3.159;3.491;1.409;1.557;2.307;2.095;0.321040952;;
1163.5;33.4205;3.343;1.480;0.227;2.322;3.176;3.510;1.406;1.554;2.176;2.097;0.321294333;;
1164;33.4331;3.343;1.478;0.227;2.322;3.176;3.510;1.404;1.552;2.152;2.089;0.320534857;;
1164.5;33.4452;3.338;1.475;0.226;2.323;3.171;3.505;1.401;1.549;2.280;2.096;0.320788238;;
1165;33.4605;3.336;1.473;0.226;2.323;3.169;3.502;1.399;1.546;2.347;2.091;0.321168;;
1165.5;33.4709;3.330;1.470;0.226;2.323;3.163;3.496;1.397;1.544;2.424;2.088;0.321168;;
1166;33.4809;3.329;1.467;0.225;2.325;3.163;3.496;1.394;1.540;2.301;2.080;0.322434333;;
1166.5;33.4931;3.344;1.465;0.226;2.323;3.177;3.511;1.392;1.538;2.096;2.071;0.321674095;;
1167;33.5106;3.339;1.463;0.227;2.322;3.172;3.506;1.389;1.536;2.297;2.058;0.321420714;;
1167.5;33.5259;3.320;1.460;0.225;2.325;3.154;3.486;1.387;1.533;2.251;2.058;0.322687048;;
1168;33.5341;3.358;1.458;0.227;2.321;3.190;3.525;1.386;1.531;2.342;2.061;0.321040952;;
1168.5;33.5404;3.347;1.456;0.227;2.322;3.180;3.515;1.384;1.529;2.477;2.058;0.319774619;;
1169;33.552;3.362;1.454;0.226;2.324;3.194;3.530;1.381;1.526;2.241;2.056;0.320028;;
1169.5;33.5666;3.410;1.452;0.228;2.320;3.240;3.581;1.379;1.524;2.185;2.054;0.31939481;;
1170;33.58;3.386;1.449;0.226;2.323;3.217;3.555;1.376;1.521;2.195;2.053;0.317622381;;
1170.5;33.5932;3.381;1.446;0.226;2.323;3.212;3.550;1.374;1.518;2.176;2.053;0.316609429;;
1171;33.6078;3.371;1.444;0.227;2.323;3.202;3.539;1.372;1.517;2.322;2.042;0.315343095;;
1171.5;33.6196;3.357;1.443;0.224;2.326;3.190;3.525;1.370;1.515;2.363;2.052;0.315089714;;
1172;33.6331;3.366;1.442;0.224;2.327;3.197;3.534;1.370;1.514;2.115;2.051;0.315089714;;
1172.5;33.6455;3.362;1.442;0.225;2.326;3.193;3.530;1.370;1.515;2.194;2.050;0.314076762;;
1173;33.6564;3.365;1.442;0.224;2.327;3.197;3.534;1.370;1.514;2.415;2.054;0.315089667;;
1173.5;33.6685;3.383;1.442;0.226;2.324;3.214;3.553;1.370;1.514;2.232;2.055;0.315722857;;
1174;33.6808;3.354;1.442;0.225;2.325;3.186;3.521;1.370;1.514;2.437;2.052;0.314963381;;
1174.5;33.6909;3.360;1.442;0.225;2.326;3.192;3.528;1.370;1.514;2.439;2.050;0.31433019;;
1175;33.7087;3.374;1.443;0.225;2.325;3.206;3.543;1.371;1.515;2.123;2.045;0.313063857;;
1175.5;33.7195;3.364;1.444;0.225;2.325;3.196;3.533;1.372;1.516;2.303;2.039;0.310531905;;
1176;33.7309;3.340;1.445;0.218;2.338;3.173;3.507;1.373;1.517;2.271;2.041;0.310278476;;
1176.5;33.7409;3.415;1.447;0.220;2.334;3.245;3.586;1.374;1.519;2.369;2.036;0.309518952;;
1177;33.7521;3.385;1.447;0.217;2.339;3.216;3.555;1.375;1.520;2.206;2.036;0.310152095;;
1177.5;33.7641;3.417;1.448;0.216;2.340;3.246;3.588;1.375;1.520;2.210;2.039;0.308885762;;
1178;33.7805;3.443;1.448;0.218;2.337;3.271;3.615;1.376;1.521;2.337;2.033;0.307366762;;
1178.5;33.7938;3.411;1.448;0.216;2.340;3.240;3.581;1.376;1.521;2.408;2.029;0.308759476;;
1179;33.807;3.417;1.448;0.216;2.340;3.246;3.587;1.376;1.521;2.162;2.032;0.308886524;;
1179.5;33.8192;3.410;1.448;0.217;2.339;3.239;3.580;1.376;1.521;2.379;2.032;0.30762019;;
1180;33.8287;3.366;1.448;0.214;2.344;3.198;3.535;1.375;1.520;2.273;2.033;0.307366762;;
1180.5;33.8397;3.397;1.448;0.215;2.343;3.227;3.566;1.376;1.520;2.123;2.038;0.307366762;;
1181;33.853;3.397;1.448;0.215;2.343;3.228;3.567;1.376;1.521;2.374;2.036;0.306480905;;
1181.5;33.8654;3.419;1.446;0.215;2.342;3.248;3.590;1.374;1.519;2.858;2.041;0.305721429;;
1182;33.8769;3.405;1.445;0.215;2.343;3.235;3.575;1.373;1.518;2.258;2.035;0.306987762;;
1182.5;33.8882;3.413;1.444;0.216;2.341;3.242;3.584;1.372;1.516;2.527;2.035;0.307747286;;
1183;33.8964;3.408;1.442;0.215;2.342;3.238;3.578;1.369;1.514;2.334;2.034;0.30914;;
1183.5;33.9042;3.402;1.440;0.215;2.342;3.231;3.572;1.368;1.512;2.244;2.030;0.309266381;;
1184;33.9165;3.377;1.438;0.215;2.343;3.208;3.546;1.366;1.510;2.316;2.023;0.308506857;;
1184.5;33.9335;3.391;1.435;0.216;2.341;3.222;3.561;1.364;1.507;2.272;2.026;0.309266333;;
1185;33.947;3.371;1.433;0.215;2.342;3.203;3.540;1.361;1.504;2.256;2.018;0.31129219;;
1185.5;33.9591;3.359;1.430;0.215;2.343;3.191;3.527;1.359;1.502;2.423;2.022;0.314331;;
1186;33.9678;3.386;1.427;0.215;2.342;3.217;3.555;1.355;1.498;2.325;2.020;0.316103429;;
1186.5;33.9837;3.434;1.424;0.223;2.328;3.262;3.605;1.353;1.495;2.449;2.022;0.317116381;;
1187;33.9965;3.344;1.420;0.221;2.333;3.177;3.511;1.349;1.491;2.246;2.022;0.318129333;;
1187.5;34.0068;3.351;1.417;0.222;2.331;3.184;3.519;1.346;1.488;2.235;2.023;0.316863;;
1188;34.0192;3.352;1.414;0.222;2.330;3.184;3.519;1.343;1.484;2.198;2.017;0.31736981;;
1188.5;34.0329;3.339;1.410;0.223;2.329;3.172;3.506;1.340;1.481;2.275;2.014;0.316103476;;
1189;34.043;3.326;1.407;0.222;2.331;3.160;3.492;1.336;1.477;2.172;2.014;0.314710762;;
1189.5;34.0564;3.340;1.404;0.223;2.328;3.173;3.507;1.334;1.474;2.232;2.010;0.314203905;;
1190;34.0649;3.339;1.401;0.224;2.327;3.172;3.506;1.331;1.471;2.201;2.011;0.314963429;;
1190.5;34.0771;3.331;1.398;0.224;2.327;3.165;3.498;1.328;1.468;2.195;2.014;0.314457333;;
1191;34.0907;3.329;1.395;0.224;2.327;3.163;3.496;1.326;1.465;2.398;2.009;0.314583667;;
1191.5;34.1056;3.336;1.392;0.225;2.325;3.169;3.503;1.323;1.462;2.338;2.015;0.314583667;;
1192;34.1162;3.314;1.391;0.225;2.326;3.148;3.480;1.321;1.460;2.188;2.009;0.315722952;;
1192.5;34.1263;3.308;1.389;0.225;2.325;3.143;3.474;1.320;1.459;2.270;2.008;0.315849286;;
1193;34.138;3.299;1.387;0.224;2.327;3.134;3.464;1.318;1.457;2.443;2.005;0.313823429;;
1193.5;34.1511;3.312;1.386;0.226;2.324;3.147;3.478;1.317;1.455;2.190;2.005;0.312430714;;
1194;34.1617;3.301;1.385;0.226;2.323;3.136;3.467;1.316;1.455;2.170;2.004;0.311038;;
1194.5;34.1763;3.298;1.384;0.225;2.325;3.133;3.463;1.315;1.453;2.308;2.006;0.311417762;;
1195;34.1903;3.297;1.384;0.225;2.326;3.132;3.462;1.315;1.453;2.201;2.006;0.310278476;;
1195.5;34.2008;3.319;1.384;0.226;2.323;3.153;3.485;1.315;1.453;2.164;2.003;0.307619476;;
1196;34.2137;3.301;1.384;0.224;2.326;3.136;3.466;1.315;1.453;2.415;2.000;0.304327286;;
1196.5;34.2276;3.294;1.384;0.224;2.327;3.129;3.459;1.315;1.453;2.293;1.997;0.303314333;;
1197;34.244;3.298;1.384;0.224;2.327;3.133;3.463;1.314;1.453;2.266;1.995;0.303314333;;
1197.5;34.2559;3.293;1.384;0.222;2.330;3.128;3.458;1.315;1.454;2.161;2.000;0.301921667;;
1198;34.2677;3.338;1.385;0.223;2.328;3.171;3.505;1.316;1.455;2.186;2.001;0.300656048;;
1198.5;34.2802;3.322;1.386;0.225;2.324;3.156;3.489;1.317;1.456;2.209;2.004;0.29863019;;
1199;34.29;3.289;1.388;0.223;2.329;3.124;3.453;1.318;1.457;2.130;2.005;0.299136286;;
1199.5;34.3042;3.316;1.390;0.224;2.328;3.150;3.482;1.320;1.459;2.230;1.999;0.299136286;;
1200;34.315;3.315;1.391;0.222;2.330;3.149;3.481;1.321;1.460;2.244;2.005;0.299009952;;
1200.5;34.3264;3.315;1.392;0.222;2.331;3.150;3.481;1.323;1.462;2.308;2.006;0.298503857;;
1201;34.3372;3.319;1.395;0.221;2.332;3.153;3.485;1.325;1.464;2.108;2.005;0.297744333;;
1201.5;34.3505;3.308;1.397;0.222;2.330;3.143;3.474;1.327;1.467;2.360;2.001;0.297490952;;
1202;34.363;3.296;1.399;0.221;2.332;3.131;3.460;1.329;1.469;2.389;1.995;0.297490952;;
1202.5;34.3753;3.318;1.401;0.222;2.331;3.152;3.484;1.331;1.471;2.254;2.015;0.296098238;;
1203;34.3857;3.332;1.402;0.221;2.332;3.165;3.498;1.332;1.472;2.639;2.013;0.293818952;;
1203.5;34.3972;3.354;1.404;0.222;2.331;3.186;3.522;1.334;1.474;2.116;2.014;0.293818952;;
1204;34.4099;3.373;1.407;0.221;2.332;3.204;3.541;1.336;1.477;1.981;2.014;0.29432581;;
1204.5;34.4255;3.366;1.408;0.219;2.336;3.198;3.534;1.338;1.479;2.448;2.017;0.29432581;;
1205;34.4391;3.397;1.410;0.222;2.331;3.227;3.567;1.340;1.481;2.397;2.016;0.293819;;
1205.5;34.4521;3.385;1.412;0.221;2.333;3.216;3.555;1.341;1.483;2.274;2.015;0.293945381;;
1206;34.4626;3.385;1.413;0.219;2.336;3.216;3.554;1.342;1.484;2.228;2.021;0.295211714;;
1206.5;34.4746;3.423;1.414;0.220;2.333;3.252;3.594;1.344;1.485;2.232;2.025;0.296731429;;
1207;34.4912;3.415;1.416;0.221;2.333;3.244;3.585;1.345;1.486;2.235;2.022;0.296731429;;
1207.5;34.5062;3.429;1.416;0.223;2.329;3.258;3.601;1.346;1.487;2.442;2.025;0.296098286;;
1208;34.5177;3.418;1.417;0.225;2.325;3.247;3.589;1.346;1.488;2.351;2.030;0.296604381;;
1208.5;34.5265;3.388;1.417;0.224;2.327;3.219;3.558;1.346;1.488;2.429;2.035;0.296730714;;
1209;34.5335;3.392;1.417;0.222;2.330;3.222;3.561;1.346;1.488;2.461;2.031;0.299262667;;
1209.5;34.5457;3.416;1.417;0.224;2.328;3.245;3.587;1.347;1.488;2.198;2.035;0.301415571;;
1210;34.5585;3.401;1.417;0.225;2.325;3.231;3.571;1.346;1.488;2.312;2.038;0.302175095;;
1210.5;34.5718;3.388;1.417;0.225;2.326;3.219;3.558;1.347;1.488;2.213;2.037;0.303188048;;
1211;34.5846;3.384;1.418;0.225;2.325;3.215;3.554;1.347;1.489;2.486;2.034;0.305340286;;
1211.5;34.5933;3.404;1.418;0.226;2.323;3.234;3.574;1.347;1.489;2.418;2.038;0.308125667;;
1212;34.6037;3.405;1.418;0.226;2.323;3.235;3.575;1.347;1.489;2.237;2.033;0.310025143;;
1212.5;34.6162;3.409;1.419;0.227;2.322;3.238;3.579;1.348;1.490;2.307;2.026;0.31154419;;
1213;34.6303;3.385;1.420;0.226;2.324;3.216;3.554;1.349;1.491;1.981;2.028;0.312557095;;
1213.5;34.6414;3.397;1.421;0.226;2.323;3.227;3.567;1.350;1.492;2.417;2.031;0.314076857;;
1214;34.6525;3.378;1.422;0.225;2.326;3.209;3.547;1.350;1.493;2.301;2.025;0.314076857;;
1214.5;34.6662;3.377;1.422;0.225;2.325;3.209;3.546;1.351;1.493;2.171;2.030;0.313823429;;
1215;34.6807;3.391;1.423;0.226;2.324;3.221;3.561;1.352;1.494;2.167;2.030;0.314710048;;
1215.5;34.6964;3.387;1.424;0.223;2.329;3.217;3.556;1.352;1.495;2.269;2.025;0.313950524;;
1216;34.7119;3.400;1.424;0.224;2.328;3.230;3.570;1.353;1.495;2.197;2.026;0.314203952;;
1216.5;34.7253;3.377;1.424;0.223;2.329;3.208;3.546;1.353;1.496;2.362;2.037;0.313697095;;
1217;34.7381;3.376;1.425;0.223;2.329;3.207;3.545;1.354;1.497;2.255;2.040;0.313063952;;
1217.5;34.751;3.369;1.427;0.222;2.330;3.201;3.538;1.355;1.498;2.228;2.033;0.312304476;;
1218;34.7611;3.335;1.427;0.218;2.337;3.168;3.502;1.356;1.499;2.291;2.029;0.311924667;;
1218.5;34.7699;3.367;1.428;0.218;2.338;3.199;3.535;1.357;1.499;2.430;2.030;0.311544905;;
1219;34.7845;3.368;1.428;0.218;2.338;3.199;3.536;1.357;1.500;2.311;2.025;0.312937619;;
1219.5;34.7955;3.357;1.429;0.217;2.340;3.189;3.524;1.357;1.500;2.434;2.024;0.31357081;;
1220;34.8058;3.374;1.429;0.216;2.340;3.205;3.542;1.358;1.500;2.332;2.030;0.313824238;;
1220.5;34.8142;3.365;1.429;0.214;2.344;3.196;3.533;1.358;1.501;2.495;2.019;0.314077619;;
1221;34.8263;3.355;1.429;0.213;2.346;3.187;3.523;1.358;1.501;2.321;2.013;0.313444429;;
1221.5;34.8376;3.386;1.429;0.214;2.345;3.217;3.556;1.358;1.501;2.261;2.011;0.311671952;;
1222;34.8496;3.370;1.428;0.212;2.347;3.202;3.539;1.356;1.499;2.423;2.016;0.310659;;
1222.5;34.8622;3.384;1.426;0.211;2.348;3.214;3.553;1.355;1.498;2.211;2.016;0.309899476;;
1223;34.8765;3.380;1.425;0.211;2.349;3.211;3.549;1.354;1.496;2.345;1.993;0.30876019;;
1223.5;34.8887;3.372;1.423;0.211;2.350;3.203;3.541;1.352;1.494;2.395;1.997;0.308886571;;
1224;34.9005;3.366;1.420;0.210;2.351;3.198;3.534;1.349;1.491;2.421;1.994;0.308759524;;
1224.5;34.9137;3.370;1.418;0.211;2.349;3.201;3.538;1.347;1.489;2.265;1.989;0.309519048;;
1225;34.9261;3.348;1.416;0.210;2.350;3.180;3.515;1.345;1.486;2.375;1.997;0.310025143;;
1225.5;34.941;3.352;1.413;0.210;2.350;3.184;3.520;1.342;1.484;2.220;1.992;0.310278524;;
1226;34.9536;3.335;1.411;0.209;2.352;3.169;3.502;1.340;1.481;2.268;1.989;0.310658286;;
1226.5;34.9658;3.331;1.409;0.209;2.352;3.165;3.498;1.338;1.479;2.449;1.984;0.309391952;;
1227;34.9781;3.343;1.407;0.211;2.349;3.176;3.510;1.337;1.477;2.284;1.981;0.310404905;;
1227.5;34.9882;3.329;1.405;0.210;2.351;3.162;3.495;1.335;1.475;2.492;1.982;0.311164429;;
1228;35.0002;3.348;1.403;0.209;2.352;3.180;3.515;1.333;1.473;2.219;1.977;0.312177333;;
1228.5;35.0105;3.349;1.402;0.210;2.350;3.181;3.516;1.332;1.472;2.226;1.970;0.311164429;;
1229;35.024;3.348;1.402;0.210;2.350;3.180;3.515;1.332;1.472;2.445;1.967;0.310658333;;
1229.5;35.0346;3.330;1.401;0.209;2.353;3.164;3.497;1.331;1.471;2.262;1.968;0.310658333;;
1230;35.0487;3.343;1.400;0.209;2.352;3.176;3.510;1.330;1.470;2.261;1.964;0.310025143;;
1230.5;35.0605;3.342;1.399;0.208;2.354;3.175;3.510;1.329;1.469;2.369;1.965;0.311290762;;
1231;35.0719;3.350;1.398;0.209;2.352;3.183;3.518;1.328;1.468;2.388;1.967;0.311290762;;
1231.5;35.0789;3.352;1.397;0.210;2.350;3.184;3.519;1.327;1.467;2.280;1.970;0.312303667;;
1232;35.0937;3.327;1.396;0.209;2.353;3.160;3.493;1.326;1.466;2.278;1.970;0.313696333;;
1232.5;35.1053;3.331;1.395;0.209;2.352;3.164;3.497;1.325;1.464;2.343;1.975;0.313822714;;
1233;35.1118;3.325;1.394;0.209;2.352;3.159;3.491;1.324;1.463;2.481;1.977;0.312556381;;
1233.5;35.122;3.333;1.392;0.209;2.353;3.167;3.500;1.323;1.462;2.282;1.976;0.312176619;;
1234;35.135;3.333;1.392;0.209;2.352;3.166;3.500;1.322;1.461;2.384;1.980;0.310024429;;
1234.5;35.1475;3.321;1.391;0.209;2.353;3.155;3.487;1.321;1.460;2.327;1.979;0.307872238;;
1235;35.1645;3.337;1.390;0.209;2.353;3.171;3.504;1.320;1.459;2.397;1.973;0.305973429;;
1235.5;35.1769;3.351;1.389;0.208;2.354;3.184;3.519;1.320;1.459;2.428;1.970;0.305720762;;
1236;35.19;3.358;1.388;0.209;2.353;3.190;3.526;1.319;1.458;2.254;1.974;0.304454429;;
1236.5;35.2004;3.369;1.388;0.209;2.352;3.201;3.538;1.318;1.457;2.204;1.972;0.304707857;;
1237;35.2095;3.386;1.388;0.210;2.351;3.217;3.555;1.319;1.457;2.337;1.962;0.305720762;;
1237.5;35.2248;3.381;1.387;0.210;2.351;3.212;3.550;1.318;1.457;2.275;1.960;0.30470781;;
1238;35.245;3.378;1.387;0.210;2.350;3.209;3.547;1.317;1.456;2.424;1.963;0.304961238;;
1238.5;35.2576;3.375;1.386;0.211;2.350;3.206;3.543;1.317;1.455;2.351;1.961;0.305720762;;
1239;35.2672;3.373;1.385;0.210;2.351;3.204;3.542;1.316;1.454;2.205;1.957;0.308506143;;
1239.5;35.2759;3.385;1.384;0.211;2.349;3.216;3.554;1.315;1.453;2.341;1.957;0.309645429;;
1240;35.291;3.380;1.383;0.211;2.349;3.211;3.549;1.314;1.452;2.456;1.958;0.31002519;;
1240.5;35.3024;3.369;1.381;0.210;2.351;3.200;3.537;1.312;1.450;2.446;1.953;0.309519095;;
1241;35.3132;3.356;1.380;0.209;2.352;3.188;3.523;1.311;1.449;2.402;1.953;0.306607381;;
1241.5;35.3207;3.368;1.379;0.208;2.354;3.199;3.536;1.310;1.447;2.458;1.957;0.304834952;;
1242;35.332;3.387;1.377;0.208;2.355;3.218;3.556;1.308;1.446;2.430;1.967;0.302809143;;
1242.5;35.3465;3.390;1.376;0.208;2.355;3.220;3.559;1.307;1.445;2.243;1.959;0.299264286;;
1243;35.3585;3.395;1.375;0.207;2.356;3.226;3.565;1.306;1.444;2.242;1.956;0.29749181;;
1243.5;35.3687;3.397;1.375;0.206;2.357;3.227;3.566;1.306;1.443;2.410;1.956;0.296985;;
1244;35.384;3.395;1.374;0.205;2.359;3.225;3.565;1.305;1.443;2.316;1.952;0.296351857;;
1244.5;35.3964;3.424;1.374;0.206;2.358;3.253;3.595;1.305;1.443;2.457;1.952;0.296351857;;
1245;35.4075;3.411;1.375;0.206;2.358;3.240;3.581;1.306;1.443;2.252;1.950;0.297364762;;
1245.5;35.4213;3.406;1.374;0.205;2.359;3.236;3.576;1.306;1.443;2.371;1.941;0.298757476;;
1246;35.432;3.388;1.374;0.205;2.360;3.218;3.557;1.305;1.443;2.319;1.937;0.299263571;;
1246.5;35.4424;3.380;1.373;0.203;2.362;3.211;3.549;1.305;1.442;2.492;1.937;0.299516952;;
1247;35.4513;3.409;1.372;0.206;2.358;3.238;3.579;1.304;1.441;2.465;1.934;0.298883762;;
1247.5;35.4625;3.379;1.371;0.205;2.360;3.210;3.548;1.302;1.439;2.384;1.931;0.299896667;;
1248;35.477;3.378;1.370;0.203;2.362;3.209;3.547;1.301;1.438;2.401;1.927;0.299263524;;
1248.5;35.4907;3.373;1.368;0.202;2.365;3.204;3.541;1.300;1.436;2.484;1.931;0.298376905;;
1249;35.5025;3.375;1.366;0.203;2.363;3.206;3.544;1.298;1.435;2.425;1.934;0.298376905;;
1249.5;35.5127;3.356;1.364;0.202;2.364;3.189;3.524;1.296;1.433;2.492;1.936;0.296351048;;
1250;35.5215;3.337;1.363;0.201;2.367;3.170;3.504;1.294;1.431;2.191;1.935;0.295464429;;
1250.5;35.533;3.364;1.361;0.202;2.364;3.196;3.532;1.293;1.429;2.437;1.929;0.294071714;;
1251;35.5462;3.342;1.360;0.201;2.366;3.174;3.509;1.292;1.428;2.291;1.926;0.29331219;;
1251.5;35.5573;3.343;1.359;0.201;2.366;3.175;3.510;1.291;1.427;2.411;1.919;0.292045857;;
1252;35.57;3.338;1.357;0.201;2.366;3.171;3.505;1.289;1.425;2.513;1.918;0.292298571;;
1252.5;35.5815;3.328;1.357;0.200;2.368;3.162;3.494;1.289;1.425;2.193;1.918;0.294071;;
1253;35.5938;3.316;1.357;0.198;2.371;3.151;3.482;1.289;1.425;2.343;1.913;0.296856333;;
1253.5;35.6076;3.346;1.357;0.200;2.369;3.179;3.514;1.289;1.425;2.288;1.907;0.295969762;;
1254;35.6213;3.328;1.356;0.198;2.371;3.162;3.495;1.288;1.424;2.319;1.908;0.295210238;;
1254.5;35.6318;3.354;1.356;0.199;2.371;3.186;3.521;1.288;1.423;2.159;1.899;0.295843381;;
1255;35.6427;3.344;1.355;0.197;2.373;3.176;3.511;1.287;1.423;2.372;1.897;0.295843381;;
1255.5;35.6526;3.357;1.354;0.196;2.375;3.189;3.525;1.286;1.422;2.418;1.896;0.29495681;;
1256;35.6633;3.357;1.354;0.196;2.375;3.189;3.525;1.286;1.421;2.158;1.896;0.293943905;;
1256.5;35.6747;3.357;1.353;0.195;2.377;3.189;3.525;1.286;1.421;2.351;1.891;0.292677571;;
1257;35.6867;3.365;1.353;0.196;2.375;3.197;3.533;1.285;1.421;2.433;1.891;0.291917381;;
1257.5;35.6982;3.324;1.352;0.192;2.382;3.158;3.490;1.285;1.420;2.460;1.891;0.29103081;;
1258;35.7099;3.353;1.352;0.192;2.382;3.186;3.521;1.284;1.419;2.375;1.891;0.290524;;
1258.5;35.7202;3.341;1.351;0.190;2.384;3.174;3.508;1.283;1.418;2.614;1.890;0.290397667;;
1259;35.7302;3.363;1.351;0.191;2.383;3.195;3.531;1.284;1.419;2.387;1.888;0.290017952;;
1259.5;35.7433;3.356;1.351;0.188;2.388;3.188;3.524;1.283;1.418;2.681;1.888;0.288751619;;
1260;35.7533;3.371;1.351;0.188;2.388;3.203;3.540;1.284;1.419;2.497;1.886;0.289764524;;
1260.5;35.7612;3.376;1.352;0.189;2.387;3.207;3.545;1.284;1.419;2.466;1.883;0.289258429;;
1261;35.7723;3.354;1.352;0.187;2.391;3.187;3.522;1.284;1.419;2.458;1.880;0.289511857;;
1261.5;35.7839;3.372;1.352;0.187;2.391;3.203;3.540;1.284;1.419;2.378;1.880;0.290397762;;
1262;35.7975;3.371;1.351;0.187;2.390;3.203;3.540;1.284;1.419;2.383;1.876;0.291410667;;
1262.5;35.8065;3.360;1.352;0.187;2.391;3.192;3.528;1.284;1.419;2.457;1.866;0.292677;;
1263;35.8215;3.369;1.351;0.187;2.389;3.201;3.538;1.283;1.418;2.545;1.869;0.291157952;;
1263.5;35.8294;3.374;1.350;0.187;2.390;3.206;3.543;1.282;1.417;2.310;1.868;0.289891619;;
1264;35.8385;3.357;1.349;0.184;2.395;3.189;3.525;1.281;1.416;2.479;1.870;0.290398476;;
1264.5;35.8478;3.381;1.347;0.186;2.391;3.212;3.550;1.280;1.415;2.493;1.872;0.289765286;;
1265;35.8581;3.348;1.346;0.185;2.393;3.180;3.515;1.278;1.413;2.378;1.868;0.289385524;;
1265.5;35.8702;3.350;1.344;0.186;2.393;3.182;3.517;1.277;1.411;2.378;1.869;0.288498905;;
1266;35.8794;3.345;1.342;0.186;2.391;3.178;3.512;1.275;1.410;2.355;1.869;0.287359619;;
1266.5;35.8862;3.336;1.341;0.186;2.391;3.169;3.503;1.274;1.408;2.362;1.871;0.287992762;;
1267;35.8969;3.344;1.340;0.188;2.389;3.177;3.512;1.273;1.407;2.341;1.869;0.288246143;;
1267.5;35.9053;3.324;1.339;0.186;2.391;3.158;3.491;1.273;1.406;2.303;1.866;0.287866381;;
1268;35.919;3.339;1.339;0.187;2.390;3.172;3.505;1.272;1.406;2.513;1.864;0.288499524;;
1268.5;35.931;3.332;1.339;0.186;2.391;3.166;3.499;1.272;1.406;2.491;1.862;0.286854143;;
1269;35.9452;3.342;1.339;0.187;2.390;3.175;3.509;1.272;1.406;2.674;1.856;0.287487286;;
1269.5;35.9559;3.344;1.337;0.187;2.390;3.177;3.511;1.270;1.404;2.501;1.856;0.286854095;;
1270;35.9658;3.340;1.336;0.187;2.391;3.173;3.507;1.270;1.403;2.394;1.853;0.286348;;
1270.5;35.9763;3.351;1.335;0.187;2.390;3.183;3.519;1.269;1.402;2.485;1.853;0.284829;;
1271;35.9871;3.349;1.335;0.186;2.391;3.181;3.516;1.268;1.402;2.346;1.853;0.28432219;;
1271.5;35.9965;3.357;1.334;0.185;2.394;3.189;3.525;1.267;1.401;2.329;1.855;0.283309286;;
1272;36.0056;3.372;1.333;0.185;2.393;3.203;3.540;1.267;1.400;2.376;1.859;0.282423381;;
1272.5;36.014;3.362;1.334;0.184;2.395;3.193;3.530;1.267;1.400;2.261;1.856;0.282043619;;
1273;36.0206;3.379;1.334;0.184;2.396;3.210;3.548;1.267;1.400;2.573;1.854;0.280777286;;
1273.5;36.0319;3.363;1.334;0.182;2.398;3.195;3.531;1.267;1.401;2.522;1.853;0.27913119;;
1274;36.0421;3.375;1.334;0.183;2.397;3.206;3.544;1.267;1.401;2.369;1.852;0.27761219;;
1274.5;36.0536;3.366;1.335;0.185;2.394;3.198;3.534;1.268;1.401;2.487;1.846;0.27748581;;
1275;36.0619;3.346;1.335;0.183;2.398;3.179;3.513;1.269;1.402;2.503;1.846;0.278498762;;
1275.5;36.0685;3.369;1.336;0.184;2.396;3.201;3.538;1.269;1.403;2.491;1.847;0.278878524;;
1276;36.0738;3.343;1.337;0.181;2.400;3.176;3.510;1.271;1.404;2.403;1.847;0.280018524;;
1276.5;36.0791;3.371;1.338;0.183;2.396;3.202;3.539;1.271;1.405;2.580;1.848;0.282044381;;
1277;36.0891;3.361;1.339;0.181;2.400;3.193;3.529;1.272;1.406;2.499;1.846;0.280651714;;
1277.5;36.0988;3.375;1.339;0.180;2.403;3.207;3.544;1.272;1.406;2.325;1.848;0.280398333;;
1278;36.108;3.407;1.340;0.180;2.402;3.237;3.578;1.273;1.407;2.557;1.849;0.280398333;;
1278.5;36.1159;3.383;1.340;0.178;2.406;3.214;3.552;1.273;1.407;2.422;1.843;0.279385429;;
1279;36.1251;3.395;1.340;0.178;2.405;3.225;3.564;1.273;1.407;2.571;1.840;0.27862519;;
